instances,pathinteraction,feature_startego,feature_goalego,feature_startother,feature_goalother,feature_cloudiness,feature_precipitation,feature_precipitationdeposits,feature_windintensity,feature_timeofday,feature_fogdensity,feature_fogdistance,feature_wetness,feature_roadfriction,collision,minttc,algo_safety
scenario24,c1,0,1,1,2,20,0,0,100,-30,80,40,80,1.0,False,3.031,0
scenario25,c2,0,1,2,0,40,80,0,100,-60,100,0,60,1.0,False,1.628,0
scenario26,c1,1,2,0,1,60,80,0,100,-90,100,0,40,0.8,False,3.384,0
scenario27,c4,1,0,2,0,40,80,60,80,30,100,100,60,1.0,False,2.787,0
scenario28,c1,0,2,1,2,40,80,100,20,60,100,80,20,1.0,False,2.207,0
scenario29,c2,0,1,2,0,20,0,40,100,-90,100,40,0,1.0,False,1.735,0
scenario30,c1,1,2,0,1,40,100,20,100,0,80,0,20,1.0,False,2.362,0
scenario31,c1,0,2,1,2,20,80,80,80,30,20,100,20,0.8,False,3.533,0
scenario32,c1,0,2,1,2,40,100,20,100,-90,80,100,60,1.0,False,2.036,0
scenario33,c4,2,0,1,0,0,60,20,100,90,80,40,40,1.0,False,4916.873,0
scenario34,c1,1,2,0,1,60,100,80,80,60,100,0,40,1.0,False,2.396,0
scenario35,c1,0,2,1,2,60,100,0,60,-30,40,0,40,1.0,False,3.284,0
scenario36,c2,0,1,2,0,20,100,0,20,-60,100,0,20,0.8,False,1.466,0
scenario37,c2,0,1,2,0,20,100,0,20,-60,100,0,20,0.8,False,1.642,0
scenario38,c4,2,0,1,0,40,20,40,100,-90,80,40,0,1.0,False,4492.75,0
scenario39,c4,2,0,1,0,80,60,20,100,90,40,40,40,0.8,False,3813.625,0
scenario40,c2,2,1,0,1,0,20,40,100,-60,100,20,0,1.0,False,1.903,0
scenario41,c2,0,1,2,0,40,100,100,40,-60,100,20,40,0.8,False,1.586,0
scenario42,c1,1,2,0,1,40,100,20,100,30,0,0,20,1.0,False,8542.569,0
scenario43,c1,1,2,0,2,80,100,60,80,90,100,0,60,0.8,False,84.073,0
scenario44,c4,2,0,1,2,60,80,60,60,30,20,100,80,1.0,False,4086.044,0
scenario45,c1,0,1,1,2,60,60,60,60,60,100,0,60,0.8,False,2.968,0
scenario46,c1,0,2,1,2,80,100,80,100,60,80,0,100,0.8,False,3.091,0
scenario47,c4,1,2,2,0,80,80,60,100,30,100,0,60,1.0,False,6.635,0
scenario48,c2,0,1,2,0,0,100,0,40,-60,80,0,20,0.8,False,1.591,0
scenario49,c2,0,1,2,0,40,100,100,40,-60,100,20,40,0.8,False,1.651,0
scenario50,c4,1,2,2,0,100,80,60,100,30,100,0,80,1.0,False,4.137,0
scenario51,c4,2,0,1,0,0,100,60,100,60,100,100,80,0.8,False,2661.232,0
scenario52,c4,1,2,2,0,60,100,40,80,0,20,100,80,1.0,False,4.502,0
scenario53,c4,1,2,2,0,100,40,0,80,60,40,40,40,1.0,False,4.128,0
scenario54,c2,0,1,2,0,80,80,40,100,60,80,0,60,1.0,False,1.548,0
scenario55,c2,0,1,2,1,100,40,60,100,0,100,0,60,0.8,False,3.499,0
scenario56,c1,1,2,0,1,20,40,20,80,-60,100,20,40,1.0,False,3.73,0
scenario57,c1,0,1,1,2,60,20,60,80,30,100,0,60,0.8,False,2.663,0
scenario58,c4,2,0,1,0,0,100,60,0,-90,100,0,0,0.8,False,2.108,0
scenario59,c1,1,2,0,1,80,20,0,100,0,20,0,0,1.0,False,4.343,0
scenario60,c2,0,1,2,0,60,100,0,0,-90,60,0,20,0.6,True,0.0,1
scenario61,c2,0,1,2,0,60,100,0,0,-90,60,0,20,0.6,False,1.596,0
scenario62,c4,2,0,1,0,20,100,60,80,90,80,100,80,0.8,False,3724.206,0
scenario63,c4,2,0,1,2,0,100,60,0,-90,100,20,0,1.0,True,0.0,1
scenario64,c4,1,2,2,0,80,20,20,80,90,40,20,40,1.0,False,4.221,0
scenario65,c4,1,2,2,0,80,80,40,80,-30,100,0,40,1.0,False,3.728,0
scenario66,c2,0,1,2,0,80,60,40,100,90,60,40,60,1.0,False,1.776,0
scenario67,c2,0,1,2,0,20,80,80,0,-90,60,20,40,0.8,False,1.549,0
scenario68,c4,1,2,2,0,100,100,60,80,0,80,20,80,1.0,False,4.136,0
scenario69,c4,1,2,2,0,80,80,20,100,90,100,0,80,1.0,False,3.284,0
scenario70,c1,1,2,0,1,40,20,0,60,-30,100,20,100,1.0,False,3.58,0
scenario71,c1,1,2,0,1,20,40,20,80,-90,100,20,40,1.0,False,4.201,0
scenario72,c4,2,0,1,0,20,80,80,20,-90,100,0,20,1.0,False,2.207,0
scenario73,c1,0,2,1,2,60,60,0,0,-60,60,20,0,0.4,False,3.355,0
scenario74,c4,2,0,1,0,0,60,60,0,-90,40,100,0,0.4,False,5761.853,0
scenario75,c4,2,0,1,0,60,60,0,20,-60,60,20,80,0.1,False,5957.61,0
scenario76,c1,0,2,1,2,20,60,0,100,-60,100,0,60,1.0,False,3.774,0
scenario77,c2,0,1,2,0,40,80,0,0,-60,60,20,0,0.4,False,1.636,0
scenario78,c1,0,2,1,2,60,60,0,0,-60,60,20,0,0.4,False,3.877,0
scenario79,c2,2,0,0,1,0,20,80,80,-60,80,60,60,0.8,False,2.946,0
scenario80,c4,1,0,2,0,100,40,60,100,60,20,80,60,0.2,False,2.326,0
scenario81,c2,2,0,0,1,40,40,80,60,-90,80,60,60,1.0,False,2.649,0
scenario82,c2,2,1,0,1,40,20,80,60,-30,80,100,80,0.8,False,3104.436,0
scenario83,c1,0,2,1,2,100,80,60,0,-90,100,100,60,0.2,True,0.0,1
scenario84,c4,1,2,2,0,60,60,0,100,-60,60,0,80,0.4,False,5.047,0
scenario85,c2,0,1,2,0,40,80,0,0,-60,60,20,0,0.4,False,1.637,0
scenario86,c2,2,0,0,1,20,80,0,0,-60,40,40,0,0.2,False,0.948,0
scenario87,c2,2,0,0,1,40,60,20,0,-60,80,20,20,0.4,True,0.0,1
scenario88,c2,0,1,2,0,60,80,0,0,-60,80,40,20,0.4,False,1.421,0
scenario89,c4,2,0,1,0,40,0,0,0,-90,60,40,80,0.2,False,9999.0,0
scenario90,c2,2,1,0,1,40,60,20,20,-60,60,40,80,0.2,False,0.525,0
scenario91,c2,2,0,0,1,40,80,0,0,-90,60,0,0,0.6,False,2.914,0
scenario92,c1,1,2,0,2,40,60,0,0,-60,60,20,0,0.4,False,136.575,0
scenario93,c2,0,1,2,0,60,100,40,0,-60,60,60,0,0.4,False,1.747,0
scenario94,c2,0,1,2,0,20,80,0,20,-60,100,0,60,0.4,False,1.646,0
scenario95,c2,0,1,2,0,60,20,0,20,-60,60,0,0,0.2,False,1.681,0
scenario96,c1,0,1,1,2,20,60,0,0,-30,40,20,0,0.4,False,3.014,0
scenario97,c2,2,0,0,1,40,60,20,0,-60,80,20,20,0.4,False,2.694,0
scenario98,c2,0,1,2,0,40,60,0,0,-60,40,40,40,0.4,False,1.855,0
scenario99,c2,2,1,0,1,60,80,20,0,-30,80,40,0,0.2,True,0.0,1
scenario100,c2,0,1,2,0,20,80,20,40,-90,100,0,80,0.2,False,1.754,0
scenario101,c2,0,1,2,0,0,80,0,0,-60,60,0,20,0.4,False,1.567,0
scenario102,c4,1,0,2,0,40,40,0,20,-60,40,0,20,0.1,False,1.666,0
scenario103,c4,2,0,1,2,20,40,0,0,0,20,0,0,0.6,False,4699.645,0
scenario104,c2,0,1,2,0,20,60,0,0,-30,80,20,20,0.2,True,0.0,1
scenario105,c2,0,1,2,0,40,80,0,0,-30,60,40,80,0.2,False,1.827,0
scenario106,c4,1,2,2,0,40,60,20,80,-60,80,0,60,0.2,False,4.224,0
scenario107,c1,0,2,1,2,60,0,0,0,-60,40,40,80,0.2,False,3.024,0
scenario108,c2,2,0,0,1,20,40,0,0,-60,100,100,20,1.0,False,1788.378,0
scenario109,c2,2,1,0,1,60,80,20,0,-30,80,40,0,0.2,False,0.951,0
scenario110,c2,2,0,0,1,0,20,0,20,30,40,0,40,0.4,False,3.033,0
scenario111,c2,0,1,2,1,60,60,20,0,-60,40,40,40,0.4,False,3.715,0
scenario112,c2,0,1,2,0,40,60,0,0,-30,100,40,40,0.2,False,1.609,0
scenario113,c2,2,0,0,1,20,40,40,100,-60,80,40,40,0.4,False,2.752,0
scenario114,c2,0,1,2,0,60,100,0,80,-60,60,40,60,0.2,False,1.784,0
scenario115,c1,1,2,0,1,20,80,20,0,-60,40,0,80,0.1,False,4.836,0
scenario116,c2,0,1,2,0,0,100,40,40,-30,80,20,80,0.2,False,1.536,0
scenario117,c2,2,1,0,1,80,20,0,40,-60,20,0,0,0.1,False,12.572,0
scenario118,c4,1,0,2,0,40,20,0,20,-90,20,20,20,0.1,False,8.602,0
scenario119,c4,1,0,2,0,40,60,0,0,-60,100,100,60,0.8,False,5.734,0
scenario120,c1,1,2,0,1,40,100,0,0,30,60,20,80,0.6,False,2.526,0
scenario121,c2,2,1,0,1,60,80,20,0,-30,80,40,0,0.2,False,3.575,0
scenario122,c1,1,2,0,2,20,80,0,0,60,80,20,60,0.4,False,60.98,0
scenario123,c2,0,1,2,1,40,80,0,0,0,100,60,40,0.4,False,3.174,0
scenario124,c4,2,0,1,0,80,40,20,80,60,60,40,100,0.8,False,4495.232,0
scenario125,c1,0,1,1,2,40,80,20,20,-60,40,20,60,0.1,False,2.787,0
scenario126,c1,0,2,1,2,20,40,20,20,-60,100,40,40,0.2,False,3.426,0
scenario127,c1,1,2,0,2,40,20,0,20,-90,40,80,0,0.6,False,24.62,0
scenario128,c2,0,1,2,1,60,100,20,0,-90,80,60,0,0.1,False,2.936,0
scenario129,c4,1,2,2,0,60,100,60,20,-30,40,20,60,0.4,False,3.475,0
scenario130,c2,0,1,2,0,40,80,20,20,0,100,60,20,0.2,False,1.616,0
scenario131,c4,2,0,1,2,60,60,40,20,-60,20,40,20,0.2,False,3401.27,0
scenario132,c2,0,1,2,1,20,100,0,100,-30,40,40,60,0.4,False,2.857,0
scenario133,c2,0,1,2,0,40,80,20,20,0,100,60,20,0.2,False,1.698,0
scenario134,c2,0,1,2,1,0,100,40,0,-30,80,60,0,0.4,False,3.677,0
scenario135,c1,0,2,1,2,100,80,40,40,-90,100,40,60,0.2,True,0.0,1
scenario136,c1,1,2,0,2,20,100,0,80,-30,100,20,60,0.4,False,13.343,0
scenario137,c1,1,2,0,1,40,60,20,100,-60,100,60,40,0.1,False,2.791,0
scenario138,c1,0,2,1,2,60,100,0,0,-60,60,20,60,0.1,False,3.05,0
scenario139,c4,2,0,1,0,60,60,40,20,-90,20,40,0,0.1,False,3963.797,0
scenario140,c1,1,2,0,2,40,100,0,100,-30,60,40,80,0.2,False,17.261,0
scenario141,c2,0,1,2,0,80,40,0,100,60,40,20,100,1.0,False,1.882,0
scenario142,c4,1,2,2,0,0,100,0,80,-60,60,60,60,0.4,False,3.176,0
scenario143,c1,0,2,1,2,20,20,20,40,-60,100,60,80,0.1,True,0.0,1
scenario144,c4,2,0,1,2,60,80,0,0,30,100,40,40,0.2,True,0.0,1
scenario145,c1,0,2,1,2,60,60,0,0,-60,60,20,0,0.4,False,2.997,0
scenario146,c2,0,1,2,0,40,80,40,0,-30,80,20,40,0.4,False,1.739,0
scenario147,c1,0,2,1,2,60,60,0,0,-30,60,20,0,0.2,False,3.41,0
scenario148,c1,0,2,1,2,40,60,0,100,-30,100,20,100,1.0,False,3.228,0
scenario149,c2,2,0,0,1,100,40,60,80,60,20,100,40,0.2,False,4.001,0
scenario150,c4,1,2,2,0,60,60,0,100,-30,40,0,80,0.4,False,4.067,0
scenario151,c1,0,2,1,2,100,80,20,0,-30,40,100,40,0.1,False,3.444,0
scenario152,c4,1,0,2,0,100,40,80,60,-90,80,60,60,1.0,False,4.266,0
scenario153,c2,0,1,2,0,40,40,60,100,60,20,40,60,0.2,False,1.734,0
scenario154,c1,1,2,0,2,0,20,80,80,-60,80,100,60,0.2,False,60.384,0
scenario155,c1,0,2,1,2,80,80,60,20,-90,100,60,60,0.8,False,3.137,0
scenario156,c4,1,0,2,0,0,60,40,0,-60,80,0,20,0.4,False,2.671,0
scenario157,c2,0,1,2,0,40,40,60,100,60,20,40,60,0.2,False,1.701,0
scenario158,c4,2,0,1,2,60,40,60,100,30,40,20,80,0.1,True,0.0,1
scenario159,c4,2,0,1,0,40,60,40,100,30,0,20,60,0.2,False,4157.714,0
scenario160,c2,0,1,2,1,60,40,60,100,0,60,60,60,0.4,False,3.156,0
scenario161,c2,2,1,0,1,40,40,40,100,30,0,40,80,0.2,False,4.243,0
scenario162,c1,0,2,1,2,40,60,60,100,90,20,60,60,0.2,False,2498.956,0
scenario163,c2,2,1,0,1,40,20,60,100,60,20,40,40,0.1,False,7.982,0
scenario164,c4,2,0,1,0,100,40,60,20,60,20,20,60,0.2,False,9999.0,0
scenario165,c2,0,1,2,0,40,60,60,80,30,20,80,80,0.2,False,1.781,0
scenario166,c2,0,1,2,0,20,60,100,20,90,20,20,60,0.6,True,0.0,1
scenario167,c2,0,1,2,1,20,100,80,100,90,20,60,60,0.1,False,5.635,0
scenario168,c2,2,1,0,1,60,0,80,100,60,100,60,60,0.2,False,2.982,0
scenario169,c4,2,0,1,2,60,40,60,100,30,40,20,80,0.1,False,0.915,0
scenario170,c1,0,2,1,2,40,60,60,80,0,0,40,80,0.2,False,3.396,0
scenario171,c4,2,0,1,2,60,40,100,100,90,40,20,60,0.1,False,0.994,0
scenario172,c1,1,2,0,2,20,80,40,100,0,20,0,80,0.4,False,37.728,0
scenario173,c1,1,2,0,1,100,60,100,20,60,100,20,80,0.2,False,2.473,0
scenario174,c1,1,2,0,1,80,20,60,100,30,60,40,60,0.8,False,4.371,0
scenario175,c1,1,2,0,2,20,60,80,20,90,40,40,60,0.6,False,122.93,0
scenario176,c2,0,1,2,1,100,100,80,100,90,20,80,20,0.2,False,5.112,0
scenario177,c2,0,1,2,1,20,100,100,100,90,20,80,60,0.1,False,4.19,0
scenario178,c1,0,1,1,2,40,20,60,100,90,20,60,80,0.2,False,1.842,0
scenario179,c1,1,2,0,2,40,20,60,0,30,60,20,40,0.2,False,2095.936,0
scenario180,c4,2,0,1,0,40,60,100,20,90,100,40,40,0.6,False,9999.0,0
scenario181,c4,2,0,1,2,60,40,60,100,30,40,20,80,0.1,True,0.0,1
scenario182,c4,2,0,1,0,20,100,100,100,30,40,100,60,0.4,False,4372.227,0
scenario183,c2,2,0,0,1,0,40,80,40,90,80,40,60,0.6,False,2.404,0
scenario184,c1,0,1,1,2,80,40,20,80,0,40,80,0,0.8,False,2.563,0
scenario185,c2,2,0,0,1,40,0,60,80,90,0,60,80,0.1,False,3167.766,0
scenario186,c1,0,1,1,2,80,0,40,100,0,60,40,60,0.2,False,2.738,0
scenario187,c4,2,0,1,2,40,40,40,100,30,40,0,80,0.1,False,1.303,0
scenario188,c2,0,1,2,1,20,80,0,100,90,20,100,40,0.1,False,563.052,0
scenario189,c2,2,0,0,1,20,100,80,0,90,20,60,40,0.6,False,6.056,0
scenario190,c2,0,1,2,1,40,20,60,100,90,40,40,80,0.2,False,3.993,0
scenario191,c4,2,0,1,2,60,20,80,100,-90,60,40,60,0.1,True,0.0,1
scenario192,c1,1,2,0,2,100,80,20,80,90,0,20,60,0.6,False,19.92,0
scenario193,c4,2,0,1,2,60,40,60,100,30,40,20,80,0.1,True,0.0,1
scenario194,c2,0,1,2,1,40,0,100,100,30,40,20,40,0.4,False,4.401,0
scenario195,c4,2,0,1,0,40,100,100,100,60,40,80,60,0.4,False,5565.316,0
scenario196,c1,1,2,0,1,40,0,80,100,-90,100,60,60,0.1,False,3.947,0
scenario197,c4,1,2,2,0,80,60,40,80,0,40,80,0,0.8,False,4.164,0
scenario198,c1,1,2,0,2,100,60,20,80,0,0,20,60,0.4,False,38.054,0
scenario199,c4,2,0,1,0,20,40,60,100,0,100,20,60,0.2,False,3964.837,0
scenario200,c1,1,2,0,2,100,80,0,40,90,0,0,40,0.1,False,20.122,0
scenario201,c4,1,2,2,0,40,100,80,100,30,20,100,60,0.2,False,5.184,0
scenario202,c4,1,0,2,0,60,0,40,100,-30,80,20,60,0.4,False,2.725,0
scenario203,c4,2,0,1,2,20,60,20,100,0,60,0,100,0.1,False,9.087,0
scenario204,c1,1,2,0,2,100,100,20,100,90,0,20,40,0.6,False,49.376,0
scenario205,c4,2,0,1,2,60,40,60,100,30,40,20,80,0.1,True,0.0,1
scenario206,c1,1,2,0,2,100,60,20,40,60,20,0,60,0.2,False,20.244,0
scenario207,c1,1,2,0,2,20,100,40,100,90,0,40,40,0.6,False,25.442,0
scenario208,c2,0,1,2,1,20,60,40,80,-30,40,0,80,0.1,False,3.246,0
scenario209,c1,0,2,1,2,20,40,80,100,30,100,80,60,0.2,False,1.796,0
scenario210,c2,0,1,2,1,80,20,40,80,0,60,0,100,0.2,False,2.985,0
scenario211,c4,2,0,1,0,40,100,80,100,90,20,80,60,0.4,False,4511.882,0
scenario212,c4,1,2,2,0,100,40,0,20,60,0,0,40,0.1,False,4.439,0
scenario213,c2,2,0,0,1,100,100,40,100,90,40,40,40,0.8,True,0.0,1
scenario214,c4,1,2,2,0,20,60,20,100,0,40,20,100,0.1,False,4.327,0
scenario215,c1,1,2,0,2,0,60,40,80,-90,0,0,80,0.2,False,120.719,0
scenario216,c2,2,1,0,1,20,20,80,40,30,0,100,60,0.1,False,2001.328,0
scenario217,c1,0,2,1,2,60,60,0,0,-60,60,20,0,0.4,False,0.823,0
scenario218,c1,0,2,1,2,40,60,0,100,-30,100,20,80,1.0,False,3.754,0
scenario219,c4,2,0,1,2,60,40,60,100,30,20,20,80,0.1,False,0.959,0
scenario220,c1,0,2,1,2,60,60,0,0,-30,60,0,0,0.2,True,0.0,1
scenario221,c2,2,0,0,1,100,40,40,80,90,20,100,20,0.4,False,11.089,0
scenario222,c2,0,1,2,1,80,60,60,20,60,40,20,60,0.1,False,3.827,0
scenario223,c1,0,2,1,2,60,60,60,20,-60,100,60,80,0.8,False,3.036,0
scenario224,c2,2,0,0,1,100,40,40,80,60,0,100,40,0.4,False,2649.57,0
scenario225,c1,0,2,1,2,60,80,0,0,60,80,40,0,0.4,False,3.301,0
scenario226,c2,0,1,2,1,40,100,40,0,-30,80,20,100,0.4,False,3.409,0
scenario227,c4,2,0,1,2,60,40,80,100,30,20,20,80,0.1,False,4093.341,0
scenario228,c4,2,0,1,2,60,40,60,100,30,40,20,80,0.1,True,0.0,1
scenario229,c1,0,2,1,2,60,60,0,0,-60,60,20,0,0.4,False,4.143,0
scenario230,c1,0,2,1,2,60,60,0,0,-60,80,20,0,0.6,False,2.596,0
scenario231,c1,0,2,1,2,60,0,0,0,-60,60,20,20,0.2,False,3.827,0
scenario232,c1,0,2,1,2,80,80,0,0,-60,40,0,0,0.2,False,2.628,0
scenario233,c1,0,2,1,2,60,60,20,20,0,60,20,0,0.2,False,3.477,0
scenario234,c4,2,0,1,2,60,40,20,20,-60,40,20,0,0.4,False,4670.72,0
scenario235,c4,2,0,1,2,100,60,0,20,-60,60,20,40,0.2,True,0.0,1
scenario236,c4,2,0,1,0,80,60,0,40,-60,60,20,20,0.4,False,6927.788,0
scenario237,c1,1,2,0,2,60,60,0,0,-90,60,0,0,0.4,False,33.16,0
scenario238,c1,0,2,1,2,60,0,20,0,-30,80,20,0,0.6,False,4.116,0
scenario239,c1,0,2,1,2,60,60,100,0,-60,20,40,0,0.4,False,1.965,0
scenario240,c4,2,0,1,0,0,60,80,20,-60,80,20,0,0.1,False,9999.0,0
scenario241,c4,2,0,1,2,100,60,0,20,-60,60,20,40,0.2,True,0.0,1
scenario242,c2,0,1,2,0,80,60,40,20,0,60,40,0,0.1,True,0.0,1
scenario243,c2,2,1,0,1,80,60,40,0,0,40,20,20,0.2,True,0.0,1
scenario244,c4,1,2,2,0,100,60,0,40,-60,60,20,60,0.1,False,3.789,0
scenario245,c4,2,0,1,0,80,0,20,0,-30,60,20,20,0.1,False,9999.0,0
scenario246,c4,1,2,2,0,0,60,100,20,-60,60,0,40,0.1,False,6.314,0
scenario247,c1,0,2,1,2,0,0,0,0,-30,80,40,20,0.2,False,4.292,0
scenario248,c1,0,1,1,2,40,0,0,20,0,60,0,20,0.6,False,3.319,0
scenario249,c2,0,1,2,0,100,60,0,40,-30,40,40,0,0.2,False,1.823,0
scenario250,c1,1,2,0,2,60,60,20,0,-90,60,80,0,0.4,False,71.644,0
scenario251,c2,2,1,0,1,80,80,0,0,-60,60,20,40,0.2,False,3.334,0
scenario252,c1,0,2,1,2,80,80,0,0,-60,60,40,0,0.6,False,2.545,0
scenario253,c4,2,0,1,2,100,60,0,20,-60,60,20,40,0.2,False,4958.033,0
scenario254,c2,2,1,0,1,80,60,0,20,-60,60,40,40,0.1,False,1.048,0
scenario255,c2,2,0,0,1,100,60,0,0,-90,60,80,0,0.4,False,4.101,0
scenario256,c2,0,1,2,0,0,80,100,20,-60,60,0,20,1.0,True,0.0,1
scenario257,c4,2,0,1,0,60,0,80,0,-30,80,0,0,0.1,False,4321.926,0
scenario258,c4,1,2,2,0,80,80,0,20,-30,60,0,60,0.4,False,3.945,0
scenario259,c2,2,1,0,1,100,40,20,20,-90,20,100,80,0.2,False,13.521,0
scenario260,c1,0,2,1,2,60,0,0,20,0,100,20,80,0.6,False,4.31,0
scenario261,c2,2,1,0,1,100,80,0,20,-60,60,60,20,0.2,False,3.48,0
scenario262,c4,1,2,2,0,100,60,0,40,-60,60,20,60,0.1,False,4.829,0
scenario263,c1,1,2,0,2,80,80,20,20,90,60,0,60,0.6,False,76.747,0
scenario264,c1,0,2,1,2,20,60,100,20,30,80,0,40,0.1,True,0.0,1
scenario265,c2,0,1,2,0,0,80,100,20,-60,60,0,20,1.0,False,1.697,0
scenario266,c1,0,1,1,2,60,20,20,0,30,20,80,80,0.6,False,4.293,0
scenario267,c2,2,0,0,1,80,60,20,20,-60,40,80,100,0.2,True,0.0,1
scenario268,c2,0,1,2,1,100,40,20,0,-90,20,20,80,0.2,False,3.592,0
scenario269,c4,1,2,2,0,100,80,0,40,90,40,0,40,0.4,False,4.037,0
scenario270,c4,2,0,1,2,60,80,80,20,-30,60,0,0,0.2,False,1.125,0
scenario271,c4,1,2,2,0,80,80,20,0,-90,60,80,40,0.1,False,4.166,0
scenario272,c1,0,1,1,2,80,100,20,100,90,60,20,60,0.6,False,2.953,0
scenario273,c1,1,2,0,2,60,80,100,20,90,60,0,60,1.0,False,53.503,0
scenario274,c4,1,2,2,0,100,40,0,40,-90,60,40,100,0.1,False,3.758,0
scenario275,c4,1,2,2,0,80,40,0,20,-60,80,40,20,0.4,False,4.55,0
scenario276,c2,2,0,0,1,100,80,100,0,-60,60,100,0,0.4,False,17.302,0
scenario277,c2,2,0,0,1,80,60,20,20,-60,40,80,100,0.2,False,1.883,0
scenario278,c4,1,2,2,0,80,60,20,20,-90,60,20,100,0.1,False,6.573,0
scenario279,c2,0,1,2,1,0,100,40,20,-90,20,0,60,0.4,False,4.153,0
scenario280,c1,0,1,1,2,80,100,0,40,60,80,20,60,0.6,False,3.305,0
scenario281,c1,0,1,1,2,100,20,20,0,30,20,100,60,0.8,False,4.938,0
scenario282,c2,2,1,0,1,80,80,20,60,90,20,0,20,0.4,False,3.726,0
scenario283,c4,2,0,1,2,80,40,0,40,-30,60,40,80,0.6,False,6162.525,0
scenario284,c2,2,1,0,1,100,100,80,20,-30,40,80,20,0.4,False,5.664,0
scenario285,c2,2,0,0,1,80,80,100,0,-90,60,80,0,0.6,False,2.895,0
scenario286,c2,2,1,0,1,40,80,80,20,-30,60,0,0,0.4,True,0.0,1
scenario287,c4,2,0,1,2,60,100,0,20,-30,80,40,40,0.4,False,0.967,0
scenario288,c1,1,2,0,1,100,0,0,60,-90,100,40,80,0.1,False,4.065,0
scenario289,c1,0,2,1,2,60,60,0,0,-60,60,20,0,0.4,True,0.0,1
scenario290,c4,2,0,1,2,100,60,0,20,-60,60,20,40,0.2,False,1.755,0
scenario291,c2,0,1,2,1,60,40,40,80,0,40,20,100,0.1,False,3.588,0
scenario292,c4,2,0,1,0,60,60,0,0,-30,60,0,0,0.2,False,2.2,0
scenario293,c2,0,1,2,0,60,60,20,0,-30,80,20,0,0.2,False,1.657,0
scenario294,c1,0,2,1,2,60,60,0,0,-30,20,0,0,0.2,False,2.887,0
scenario295,c1,0,2,1,2,60,60,0,20,0,80,0,0,0.2,True,0.0,1
scenario296,c4,2,0,1,2,60,40,60,100,30,40,0,80,0.1,False,0.759,0
scenario297,c4,2,0,1,2,80,60,0,20,-60,60,40,40,1.0,False,4711.966,0
scenario298,c4,2,0,1,2,80,40,60,100,60,40,20,80,0.1,True,0.0,1
scenario299,c1,0,2,1,2,80,60,0,100,-30,100,20,40,1.0,False,4.603,0
scenario300,c4,2,0,1,2,100,60,60,0,-30,40,0,40,0.1,True,0.0,1
scenario301,c4,2,0,1,2,60,40,60,100,30,40,0,80,0.1,True,0.0,1
scenario302,c2,0,1,2,1,80,20,80,40,0,20,0,100,0.1,False,2.867,0
scenario303,c4,2,0,1,2,60,40,80,100,30,20,0,100,0.2,False,4.216,0
scenario304,c4,1,2,2,0,80,40,60,80,60,40,0,0,0.2,False,4.13,0
scenario305,c4,2,0,1,0,0,40,0,80,0,40,0,80,0.1,False,6349.156,0
scenario306,c1,0,2,1,2,60,40,60,100,30,60,0,100,0.1,False,4.888,0
scenario307,c1,0,1,1,2,60,20,60,80,60,60,0,80,0.1,False,2.766,0
