Row,startego,goalego,startother,goalother,cloudiness,precipitation,precipitationdeposits,windintensity,timeofday,fogdensity,fogdistance,wetness,roadfriction
scenario50,1,2,2,0,100,80,60,100,30,100,0,80,1
scenario51,2,0,1,0,0,100,60,100,60,100,100,80,0.8
scenario52,1,2,2,0,60,100,40,80,0,20,100,80,1
scenario53,1,2,2,0,100,40,0,80,60,40,40,40,1
scenario54,0,1,2,0,80,80,40,100,60,80,0,60,1
scenario55,0,1,2,1,100,40,60,100,0,100,0,60,0.8
scenario56,1,2,0,1,20,40,20,80,-60,100,20,40,1
scenario57,0,1,1,2,60,20,60,80,30,100,0,60,0.8
scenario58,2,0,1,0,0,100,60,0,-90,100,0,0,0.8
scenario59,1,2,0,1,80,20,0,100,0,20,0,0,1
scenario60,0,1,2,0,60,100,0,0,-90,60,0,20,0.6
scenario61,0,1,2,0,60,100,0,0,-90,60,0,20,0.6
scenario62,2,0,1,0,20,100,60,80,90,80,100,80,0.8
scenario63,2,0,1,2,0,100,60,0,-90,100,20,0,1
scenario64,1,2,2,0,80,20,20,80,90,40,20,40,1
scenario65,1,2,2,0,80,80,40,80,-30,100,0,40,1
scenario66,0,1,2,0,80,60,40,100,90,60,40,60,1
scenario67,0,1,2,0,20,80,80,0,-90,60,20,40,0.8
scenario68,1,2,2,0,100,100,60,80,0,80,20,80,1
scenario69,1,2,2,0,80,80,20,100,90,100,0,80,1
scenario70,1,2,0,1,40,20,0,60,-30,100,20,100,1
scenario71,1,2,0,1,20,40,20,80,-90,100,20,40,1
scenario72,2,0,1,0,20,80,80,20,-90,100,0,20,1
scenario73,0,2,1,2,60,60,0,0,-60,60,20,0,0.4
scenario74,2,0,1,0,0,60,60,0,-90,40,100,0,0.4
scenario75,2,0,1,0,60,60,0,20,-60,60,20,80,0.1
scenario76,0,2,1,2,20,60,0,100,-60,100,0,60,1
scenario77,0,1,2,0,40,80,0,0,-60,60,20,0,0.4
scenario78,0,2,1,2,60,60,0,0,-60,60,20,0,0.4
scenario79,2,0,0,1,0,20,80,80,-60,80,60,60,0.8
scenario80,1,0,2,0,100,40,60,100,60,20,80,60,0.2
scenario81,2,0,0,1,40,40,80,60,-90,80,60,60,1
scenario82,2,1,0,1,40,20,80,60,-30,80,100,80,0.8
scenario83,0,2,1,2,100,80,60,0,-90,100,100,60,0.2
scenario84,1,2,2,0,60,60,0,100,-60,60,0,80,0.4
scenario85,0,1,2,0,40,80,0,0,-60,60,20,0,0.4
scenario86,2,0,0,1,20,80,0,0,-60,40,40,0,0.2
scenario87,2,0,0,1,40,60,20,0,-60,80,20,20,0.4
scenario88,0,1,2,0,60,80,0,0,-60,80,40,20,0.4
scenario89,2,0,1,0,40,0,0,0,-90,60,40,80,0.2
scenario90,2,1,0,1,40,60,20,20,-60,60,40,80,0.2
scenario91,2,0,0,1,40,80,0,0,-90,60,0,0,0.6
scenario92,1,2,0,2,40,60,0,0,-60,60,20,0,0.4
scenario93,0,1,2,0,60,100,40,0,-60,60,60,0,0.4
scenario94,0,1,2,0,20,80,0,20,-60,100,0,60,0.4
scenario95,0,1,2,0,60,20,0,20,-60,60,0,0,0.2
scenario96,0,1,1,2,20,60,0,0,-30,40,20,0,0.4
scenario97,2,0,0,1,40,60,20,0,-60,80,20,20,0.4
scenario98,0,1,2,0,40,60,0,0,-60,40,40,40,0.4
scenario99,2,1,0,1,60,80,20,0,-30,80,40,0,0.2
scenario100,0,1,2,0,20,80,20,40,-90,100,0,80,0.2
scenario101,0,1,2,0,0,80,0,0,-60,60,0,20,0.4
scenario102,1,0,2,0,40,40,0,20,-60,40,0,20,0.1
scenario103,2,0,1,2,20,40,0,0,0,20,0,0,0.6
scenario104,0,1,2,0,20,60,0,0,-30,80,20,20,0.2
scenario105,0,1,2,0,40,80,0,0,-30,60,40,80,0.2
scenario106,1,2,2,0,40,60,20,80,-60,80,0,60,0.2
scenario107,0,2,1,2,60,0,0,0,-60,40,40,80,0.2
scenario108,2,0,0,1,20,40,0,0,-60,100,100,20,1
scenario109,2,1,0,1,60,80,20,0,-30,80,40,0,0.2
scenario110,2,0,0,1,0,20,0,20,30,40,0,40,0.4
scenario111,0,1,2,1,60,60,20,0,-60,40,40,40,0.4
scenario112,0,1,2,0,40,60,0,0,-30,100,40,40,0.2
scenario113,2,0,0,1,20,40,40,100,-60,80,40,40,0.4
scenario114,0,1,2,0,60,100,0,80,-60,60,40,60,0.2
scenario115,1,2,0,1,20,80,20,0,-60,40,0,80,0.1
scenario116,0,1,2,0,0,100,40,40,-30,80,20,80,0.2
scenario117,2,1,0,1,80,20,0,40,-60,20,0,0,0.1
scenario118,1,0,2,0,40,20,0,20,-90,20,20,20,0.1
scenario119,1,0,2,0,40,60,0,0,-60,100,100,60,0.8
scenario120,1,2,0,1,40,100,0,0,30,60,20,80,0.6
scenario121,2,1,0,1,60,80,20,0,-30,80,40,0,0.2
scenario122,1,2,0,2,20,80,0,0,60,80,20,60,0.4
scenario123,0,1,2,1,40,80,0,0,0,100,60,40,0.4
scenario124,2,0,1,0,80,40,20,80,60,60,40,100,0.8
scenario125,0,1,1,2,40,80,20,20,-60,40,20,60,0.1
scenario126,0,2,1,2,20,40,20,20,-60,100,40,40,0.2
scenario127,1,2,0,2,40,20,0,20,-90,40,80,0,0.6
scenario128,0,1,2,1,60,100,20,0,-90,80,60,0,0.1
scenario129,1,2,2,0,60,100,60,20,-30,40,20,60,0.4
scenario130,0,1,2,0,40,80,20,20,0,100,60,20,0.2
scenario131,2,0,1,2,60,60,40,20,-60,20,40,20,0.2
scenario132,0,1,2,1,20,100,0,100,-30,40,40,60,0.4
scenario133,0,1,2,0,40,80,20,20,0,100,60,20,0.2
scenario134,0,1,2,1,0,100,40,0,-30,80,60,0,0.4
scenario135,0,2,1,2,100,80,40,40,-90,100,40,60,0.2
scenario136,1,2,0,2,20,100,0,80,-30,100,20,60,0.4
scenario137,1,2,0,1,40,60,20,100,-60,100,60,40,0.1
scenario138,0,2,1,2,60,100,0,0,-60,60,20,60,0.1
scenario139,2,0,1,0,60,60,40,20,-90,20,40,0,0.1
scenario140,1,2,0,2,40,100,0,100,-30,60,40,80,0.2
scenario141,0,1,2,0,80,40,0,100,60,40,20,100,1
scenario142,1,2,2,0,0,100,0,80,-60,60,60,60,0.4
scenario143,0,2,1,2,20,20,20,40,-60,100,60,80,0.1
scenario144,2,0,1,2,60,80,0,0,30,100,40,40,0.2
scenario145,0,2,1,2,60,60,0,0,-60,60,20,0,0.4
scenario146,0,1,2,0,40,80,40,0,-30,80,20,40,0.4
scenario147,0,2,1,2,60,60,0,0,-30,60,20,0,0.2
scenario148,0,2,1,2,40,60,0,100,-30,100,20,100,1
scenario149,2,0,0,1,100,40,60,80,60,20,100,40,0.2
scenario150,1,2,2,0,60,60,0,100,-30,40,0,80,0.4
scenario151,0,2,1,2,100,80,20,0,-30,40,100,40,0.1
scenario152,1,0,2,0,100,40,80,60,-90,80,60,60,1
scenario153,0,1,2,0,40,40,60,100,60,20,40,60,0.2
scenario154,1,2,0,2,0,20,80,80,-60,80,100,60,0.2
scenario155,0,2,1,2,80,80,60,20,-90,100,60,60,0.8
scenario156,1,0,2,0,0,60,40,0,-60,80,0,20,0.4
scenario157,0,1,2,0,40,40,60,100,60,20,40,60,0.2
scenario158,2,0,1,2,60,40,60,100,30,40,20,80,0.1
scenario159,2,0,1,0,40,60,40,100,30,0,20,60,0.2
scenario160,0,1,2,1,60,40,60,100,0,60,60,60,0.4
scenario161,2,1,0,1,40,40,40,100,30,0,40,80,0.2
scenario162,0,2,1,2,40,60,60,100,90,20,60,60,0.2
scenario163,2,1,0,1,40,20,60,100,60,20,40,40,0.1
scenario164,2,0,1,0,100,40,60,20,60,20,20,60,0.2
scenario165,0,1,2,0,40,60,60,80,30,20,80,80,0.2
scenario166,0,1,2,0,20,60,100,20,90,20,20,60,0.6
scenario167,0,1,2,1,20,100,80,100,90,20,60,60,0.1
scenario168,2,1,0,1,60,0,80,100,60,100,60,60,0.2
scenario169,2,0,1,2,60,40,60,100,30,40,20,80,0.1
scenario170,0,2,1,2,40,60,60,80,0,0,40,80,0.2
scenario171,2,0,1,2,60,40,100,100,90,40,20,60,0.1
scenario172,1,2,0,2,20,80,40,100,0,20,0,80,0.4
scenario173,1,2,0,1,100,60,100,20,60,100,20,80,0.2
scenario174,1,2,0,1,80,20,60,100,30,60,40,60,0.8
scenario175,1,2,0,2,20,60,80,20,90,40,40,60,0.6
scenario176,0,1,2,1,100,100,80,100,90,20,80,20,0.2
scenario177,0,1,2,1,20,100,100,100,90,20,80,60,0.1
scenario178,0,1,1,2,40,20,60,100,90,20,60,80,0.2
scenario179,1,2,0,2,40,20,60,0,30,60,20,40,0.2
scenario180,2,0,1,0,40,60,100,20,90,100,40,40,0.6
scenario181,2,0,1,2,60,40,60,100,30,40,20,80,0.1
scenario182,2,0,1,0,20,100,100,100,30,40,100,60,0.4
scenario183,2,0,0,1,0,40,80,40,90,80,40,60,0.6
scenario184,0,1,1,2,80,40,20,80,0,40,80,0,0.8
scenario185,2,0,0,1,40,0,60,80,90,0,60,80,0.1
scenario186,0,1,1,2,80,0,40,100,0,60,40,60,0.2
scenario187,2,0,1,2,40,40,40,100,30,40,0,80,0.1
scenario188,0,1,2,1,20,80,0,100,90,20,100,40,0.1
scenario189,2,0,0,1,20,100,80,0,90,20,60,40,0.6
scenario190,0,1,2,1,40,20,60,100,90,40,40,80,0.2
scenario191,2,0,1,2,60,20,80,100,-90,60,40,60,0.1
scenario192,1,2,0,2,100,80,20,80,90,0,20,60,0.6
scenario193,2,0,1,2,60,40,60,100,30,40,20,80,0.1
scenario194,0,1,2,1,40,0,100,100,30,40,20,40,0.4
scenario195,2,0,1,0,40,100,100,100,60,40,80,60,0.4
scenario196,1,2,0,1,40,0,80,100,-90,100,60,60,0.1
scenario197,1,2,2,0,80,60,40,80,0,40,80,0,0.8
scenario198,1,2,0,2,100,60,20,80,0,0,20,60,0.4
scenario199,2,0,1,0,20,40,60,100,0,100,20,60,0.2
scenario200,1,2,0,2,100,80,0,40,90,0,0,40,0.1
scenario201,1,2,2,0,40,100,80,100,30,20,100,60,0.2
scenario202,1,0,2,0,60,0,40,100,-30,80,20,60,0.4
scenario203,2,0,1,2,20,60,20,100,0,60,0,100,0.1
scenario204,1,2,0,2,100,100,20,100,90,0,20,40,0.6
scenario205,2,0,1,2,60,40,60,100,30,40,20,80,0.1
scenario206,1,2,0,2,100,60,20,40,60,20,0,60,0.2
scenario207,1,2,0,2,20,100,40,100,90,0,40,40,0.6
scenario208,0,1,2,1,20,60,40,80,-30,40,0,80,0.1
scenario209,0,2,1,2,20,40,80,100,30,100,80,60,0.2
scenario210,0,1,2,1,80,20,40,80,0,60,0,100,0.2
scenario211,2,0,1,0,40,100,80,100,90,20,80,60,0.4
scenario212,1,2,2,0,100,40,0,20,60,0,0,40,0.1
scenario213,2,0,0,1,100,100,40,100,90,40,40,40,0.8
scenario214,1,2,2,0,20,60,20,100,0,40,20,100,0.1
scenario215,1,2,0,2,0,60,40,80,-90,0,0,80,0.2
scenario216,2,1,0,1,20,20,80,40,30,0,100,60,0.1
scenario217,0,2,1,2,60,60,0,0,-60,60,20,0,0.4
scenario218,0,2,1,2,40,60,0,100,-30,100,20,80,1
scenario219,2,0,1,2,60,40,60,100,30,20,20,80,0.1
scenario220,0,2,1,2,60,60,0,0,-30,60,0,0,0.2
scenario221,2,0,0,1,100,40,40,80,90,20,100,20,0.4
scenario222,0,1,2,1,80,60,60,20,60,40,20,60,0.1
scenario223,0,2,1,2,60,60,60,20,-60,100,60,80,0.8
scenario224,2,0,0,1,100,40,40,80,60,0,100,40,0.4
scenario225,0,2,1,2,60,80,0,0,60,80,40,0,0.4
scenario226,0,1,2,1,40,100,40,0,-30,80,20,100,0.4
scenario227,2,0,1,2,60,40,80,100,30,20,20,80,0.1
scenario228,2,0,1,2,60,40,60,100,30,40,20,80,0.1
scenario229,0,2,1,2,60,60,0,0,-60,60,20,0,0.4
scenario230,0,2,1,2,60,60,0,0,-60,80,20,0,0.6
scenario231,0,2,1,2,60,0,0,0,-60,60,20,20,0.2
scenario232,0,2,1,2,80,80,0,0,-60,40,0,0,0.2
scenario233,0,2,1,2,60,60,20,20,0,60,20,0,0.2
scenario234,2,0,1,2,60,40,20,20,-60,40,20,0,0.4
scenario235,2,0,1,2,100,60,0,20,-60,60,20,40,0.2
scenario236,2,0,1,0,80,60,0,40,-60,60,20,20,0.4
scenario237,1,2,0,2,60,60,0,0,-90,60,0,0,0.4
scenario238,0,2,1,2,60,0,20,0,-30,80,20,0,0.6
scenario239,0,2,1,2,60,60,100,0,-60,20,40,0,0.4
scenario240,2,0,1,0,0,60,80,20,-60,80,20,0,0.1
scenario241,2,0,1,2,100,60,0,20,-60,60,20,40,0.2
scenario242,0,1,2,0,80,60,40,20,0,60,40,0,0.1
scenario243,2,1,0,1,80,60,40,0,0,40,20,20,0.2
scenario244,1,2,2,0,100,60,0,40,-60,60,20,60,0.1
scenario245,2,0,1,0,80,0,20,0,-30,60,20,20,0.1
scenario246,1,2,2,0,0,60,100,20,-60,60,0,40,0.1
scenario247,0,2,1,2,0,0,0,0,-30,80,40,20,0.2
scenario248,0,1,1,2,40,0,0,20,0,60,0,20,0.6
scenario249,0,1,2,0,100,60,0,40,-30,40,40,0,0.2
scenario250,1,2,0,2,60,60,20,0,-90,60,80,0,0.4
scenario251,2,1,0,1,80,80,0,0,-60,60,20,40,0.2
scenario252,0,2,1,2,80,80,0,0,-60,60,40,0,0.6
scenario253,2,0,1,2,100,60,0,20,-60,60,20,40,0.2
scenario254,2,1,0,1,80,60,0,20,-60,60,40,40,0.1
scenario255,2,0,0,1,100,60,0,0,-90,60,80,0,0.4
scenario256,0,1,2,0,0,80,100,20,-60,60,0,20,1
scenario257,2,0,1,0,60,0,80,0,-30,80,0,0,0.1
scenario258,1,2,2,0,80,80,0,20,-30,60,0,60,0.4
scenario259,2,1,0,1,100,40,20,20,-90,20,100,80,0.2
scenario260,0,2,1,2,60,0,0,20,0,100,20,80,0.6
scenario261,2,1,0,1,100,80,0,20,-60,60,60,20,0.2
scenario262,1,2,2,0,100,60,0,40,-60,60,20,60,0.1
scenario263,1,2,0,2,80,80,20,20,90,60,0,60,0.6
scenario264,0,2,1,2,20,60,100,20,30,80,0,40,0.1
scenario265,0,1,2,0,0,80,100,20,-60,60,0,20,1
scenario266,0,1,1,2,60,20,20,0,30,20,80,80,0.6
scenario267,2,0,0,1,80,60,20,20,-60,40,80,100,0.2
scenario268,0,1,2,1,100,40,20,0,-90,20,20,80,0.2
scenario269,1,2,2,0,100,80,0,40,90,40,0,40,0.4
scenario270,2,0,1,2,60,80,80,20,-30,60,0,0,0.2
scenario271,1,2,2,0,80,80,20,0,-90,60,80,40,0.1
scenario272,0,1,1,2,80,100,20,100,90,60,20,60,0.6
scenario273,1,2,0,2,60,80,100,20,90,60,0,60,1
scenario274,1,2,2,0,100,40,0,40,-90,60,40,100,0.1
scenario275,1,2,2,0,80,40,0,20,-60,80,40,20,0.4
scenario276,2,0,0,1,100,80,100,0,-60,60,100,0,0.4
scenario277,2,0,0,1,80,60,20,20,-60,40,80,100,0.2
scenario278,1,2,2,0,80,60,20,20,-90,60,20,100,0.1
scenario279,0,1,2,1,0,100,40,20,-90,20,0,60,0.4
scenario280,0,1,1,2,80,100,0,40,60,80,20,60,0.6
scenario281,0,1,1,2,100,20,20,0,30,20,100,60,0.8
scenario282,2,1,0,1,80,80,20,60,90,20,0,20,0.4
scenario283,2,0,1,2,80,40,0,40,-30,60,40,80,0.6
scenario284,2,1,0,1,100,100,80,20,-30,40,80,20,0.4
scenario285,2,0,0,1,80,80,100,0,-90,60,80,0,0.6
scenario286,2,1,0,1,40,80,80,20,-30,60,0,0,0.4
scenario287,2,0,1,2,60,100,0,20,-30,80,40,40,0.4
scenario288,1,2,0,1,100,0,0,60,-90,100,40,80,0.1
scenario289,0,2,1,2,60,60,0,0,-60,60,20,0,0.4
scenario290,2,0,1,2,100,60,0,20,-60,60,20,40,0.2
scenario291,0,1,2,1,60,40,40,80,0,40,20,100,0.1
scenario292,2,0,1,0,60,60,0,0,-30,60,0,0,0.2
scenario293,0,1,2,0,60,60,20,0,-30,80,20,0,0.2
scenario294,0,2,1,2,60,60,0,0,-30,20,0,0,0.2
scenario295,0,2,1,2,60,60,0,20,0,80,0,0,0.2
scenario296,2,0,1,2,60,40,60,100,30,40,0,80,0.1
scenario297,2,0,1,2,80,60,0,20,-60,60,40,40,1
scenario298,2,0,1,2,80,40,60,100,60,40,20,80,0.1
scenario299,0,2,1,2,80,60,0,100,-30,100,20,40,1
scenario300,2,0,1,2,100,60,60,0,-30,40,0,40,0.1
scenario301,2,0,1,2,60,40,60,100,30,40,0,80,0.1
scenario302,0,1,2,1,80,20,80,40,0,20,0,100,0.1
scenario303,2,0,1,2,60,40,80,100,30,20,0,100,0.2
scenario304,1,2,2,0,80,40,60,80,60,40,0,0,0.2
scenario305,2,0,1,0,0,40,0,80,0,40,0,80,0.1
scenario306,0,2,1,2,60,40,60,100,30,60,0,100,0.1
scenario307,0,1,1,2,60,20,60,80,60,60,0,80,0.1
scenario308,2,0,1,2,60,60,80,80,30,40,20,80,0.1
scenario309,0,2,1,2,60,60,80,80,30,40,0,80,0.1
scenario310,2,0,1,2,80,40,80,40,-90,20,0,80,0.1
scenario311,2,0,1,2,0,40,80,80,30,80,20,60,1
scenario312,2,0,1,0,100,40,60,100,0,20,20,20,0.1
scenario313,2,0,1,2,60,40,60,100,30,40,0,80,0.1
scenario314,0,2,1,2,60,20,80,100,0,80,0,80,0.2
scenario315,0,2,1,2,80,40,60,100,30,80,0,100,0.2
scenario316,2,0,1,2,80,60,100,80,30,40,20,100,0.2
scenario317,1,2,2,0,60,0,80,20,30,0,0,100,0.2
scenario318,2,0,1,2,100,40,100,40,-90,20,20,100,0.1
scenario319,2,0,1,2,0,20,80,80,30,100,100,80,1
scenario320,2,0,1,2,100,20,0,100,0,20,0,0,0.4
scenario321,0,2,1,2,100,60,40,100,0,40,100,60,0.2
scenario322,0,2,1,2,80,80,80,80,30,40,0,60,0.1
scenario323,2,0,1,2,40,40,100,100,60,60,100,60,1
scenario324,2,0,0,1,40,100,60,100,30,100,0,40,0.6
scenario325,2,0,1,2,60,40,60,100,30,40,0,80,0.1
scenario326,1,2,2,0,60,80,80,20,30,0,0,80,0.1
scenario327,2,1,0,1,40,60,80,100,-60,80,0,60,0.6
scenario328,1,0,2,0,40,60,80,100,30,80,100,80,1
scenario329,0,2,1,2,100,60,40,60,90,100,60,60,1
scenario330,1,2,2,0,80,60,80,100,0,60,60,60,0.1
scenario331,1,2,2,0,40,60,80,80,60,100,100,60,0.8
scenario332,2,1,0,1,80,20,60,100,0,100,0,60,0.4
scenario333,2,0,1,0,80,40,20,60,30,20,0,0,0.6
scenario334,2,0,0,1,80,40,100,80,0,0,20,100,0.1
scenario335,0,2,1,2,100,60,80,100,0,100,0,100,0.1
scenario336,2,0,1,2,80,40,40,100,60,60,0,100,0.2
scenario337,0,2,1,2,100,60,80,100,0,100,0,100,0.1
scenario338,0,1,2,0,80,60,40,60,30,0,0,0,0.8
scenario339,0,1,2,0,80,0,80,80,0,80,0,60,0.6
scenario340,2,0,0,1,60,80,100,100,-60,0,0,60,0.1
scenario341,2,0,0,1,40,60,80,100,-90,80,0,60,1
scenario342,1,2,0,2,100,60,60,60,90,80,80,80,1
scenario343,1,2,0,2,80,20,100,80,0,0,20,100,0.2
scenario344,2,1,0,1,20,80,80,60,60,100,100,60,0.8
scenario345,1,0,2,0,40,40,60,80,30,40,0,80,0.1
scenario346,2,0,1,0,40,60,60,100,30,60,100,80,1
scenario347,1,0,2,0,60,60,80,0,0,0,0,60,0.1
scenario348,1,2,2,0,60,100,100,40,30,40,20,0,0.8
scenario349,0,1,2,0,80,0,80,80,0,80,0,60,0.6
scenario350,1,2,2,0,60,100,100,60,90,20,20,20,0.8
scenario351,2,0,0,1,60,0,80,80,-90,80,20,60,0.6
scenario352,1,2,0,2,60,80,100,20,0,0,0,60,0.2
scenario353,2,0,0,1,100,80,40,40,90,80,100,80,1
scenario354,1,2,0,2,80,80,40,60,30,80,100,100,1
scenario355,1,2,0,2,60,40,80,0,-90,80,20,80,0.4
scenario356,1,0,2,0,100,80,0,60,60,0,0,0,0.6
scenario357,0,1,2,0,100,60,0,60,30,0,0,0,0.2
scenario358,2,0,1,2,0,60,80,80,-30,0,0,40,0.2
scenario359,2,0,1,2,80,0,80,0,0,0,20,100,0.1
scenario360,0,1,2,0,100,0,80,60,0,80,100,60,0.8
scenario361,0,2,1,2,60,60,0,0,-60,60,20,0,0.4
scenario362,2,0,1,2,60,40,60,100,30,40,20,80,0.1
scenario363,2,0,1,2,100,40,60,100,60,40,0,60,0.1
scenario364,2,0,1,0,80,20,60,100,30,40,20,80,0.2
scenario365,2,0,1,0,40,20,80,60,0,60,40,100,0.1
scenario366,0,1,1,2,80,40,60,100,0,40,40,100,0.1
scenario367,1,2,0,2,80,60,0,0,-60,60,40,0,0.4
scenario368,2,0,1,2,80,60,40,80,30,40,20,80,0.1
scenario369,0,2,1,2,60,60,0,20,0,40,0,0,0.4
scenario370,0,2,1,2,80,40,0,100,-60,80,0,40,0.1
scenario371,2,0,1,0,100,40,20,20,-60,60,20,60,0.2
scenario372,1,0,2,0,40,60,60,100,90,40,0,0,0.4
scenario373,2,0,1,2,60,40,60,100,30,40,20,80,0.1
scenario374,0,1,1,2,60,40,40,80,0,60,0,0,0.1
scenario375,2,0,1,0,60,20,80,100,0,20,0,80,0.1
scenario376,1,2,0,1,60,60,40,100,60,40,20,80,0.2
scenario377,2,0,1,2,100,40,60,100,-60,40,40,80,0.2
scenario378,0,1,1,2,40,60,80,100,60,100,0,20,0.2
scenario379,2,0,1,0,80,60,40,100,60,40,20,60,0.2
scenario380,2,0,0,1,60,60,80,40,30,20,20,80,0.1
scenario381,0,1,2,1,60,0,60,100,-90,60,0,60,0.1
scenario382,0,2,1,2,60,20,60,100,30,40,0,80,0.1
scenario383,2,0,1,2,60,20,40,60,30,20,20,60,0.6
scenario384,1,0,2,0,80,40,80,80,0,20,20,20,0.1
scenario385,2,0,1,2,100,40,60,100,-60,40,40,80,0.2
scenario386,1,2,2,0,40,60,20,100,30,40,20,60,0.2
scenario387,2,0,0,1,80,0,80,100,-30,60,0,40,0.1
scenario388,2,1,0,1,80,80,60,40,60,20,0,80,0.8
scenario389,1,2,2,0,40,40,20,80,0,80,0,60,0.2
scenario390,1,2,2,0,100,40,80,80,0,20,80,0,0.1
scenario391,0,1,1,2,60,40,80,80,90,100,60,0,0.2
scenario392,0,2,1,2,60,0,40,60,30,20,20,60,0.6
scenario393,0,1,2,0,60,60,40,100,60,20,20,20,0.1
scenario394,2,0,1,2,80,60,60,80,-30,40,20,40,0.8
scenario395,0,2,1,2,80,40,80,100,30,0,0,60,0.1
scenario396,0,2,1,2,60,20,40,100,-30,20,20,20,0.1
scenario397,2,0,1,2,100,40,60,100,-60,40,40,80,0.2
scenario398,0,2,1,2,80,20,80,80,90,100,60,0,0.2
scenario399,2,1,0,1,60,80,20,100,60,60,0,40,0.2
scenario400,0,2,1,2,80,0,80,40,0,60,0,80,0.2
scenario401,1,2,2,0,80,80,20,80,0,60,20,20,1
scenario402,1,0,2,0,100,40,60,100,0,20,60,0,0.2
scenario403,2,0,1,0,40,40,20,100,0,40,20,40,0.8
scenario404,2,0,1,2,40,40,20,80,30,20,0,80,0.1
scenario405,1,2,0,2,60,0,100,100,-30,60,20,60,0.2
scenario406,0,1,1,2,80,20,100,80,0,0,60,20,0.4
scenario407,2,0,0,1,100,60,80,20,30,20,0,60,0.8
scenario408,0,2,1,2,40,20,100,80,0,0,0,40,0.8
scenario409,2,1,0,1,60,80,20,100,60,60,0,40,0.2
scenario410,0,1,2,1,40,60,20,100,30,60,40,40,0.8
scenario411,2,0,1,0,100,20,60,100,-60,40,40,100,0.1
scenario412,1,2,0,1,100,20,80,100,-30,60,20,80,0.8
scenario413,1,2,2,0,100,100,60,100,90,60,60,100,0.1
scenario414,0,1,2,0,20,20,100,100,90,80,100,0,0.4
scenario415,1,2,0,1,80,60,80,40,30,60,0,60,0.2
scenario416,2,0,1,2,40,20,100,60,30,100,0,40,0.1
scenario417,2,0,0,1,80,80,100,0,60,40,0,40,1
