Row,startego,goalego,startother,goalother,cloudiness,precipitation,precipitationdeposits,windintensity,timeofday,fogdensity,fogdistance,wetness,roadfriction
scenario49,1,2,2,0,80,80,60,60,30,100,60,60,1
scenario50,1,2,2,0,100,80,60,100,30,100,40,80,1
scenario51,2,0,1,0,0,100,60,80,60,100,100,80,0.8
scenario52,1,2,2,0,60,60,40,40,0,20,100,80,0.8
scenario53,1,2,2,0,100,0,80,80,60,40,40,40,1
scenario54,0,1,2,0,80,80,40,60,60,80,60,60,1
scenario55,0,1,2,1,100,40,60,80,0,100,40,60,0.8
scenario56,1,2,0,1,20,40,20,80,-60,100,20,40,1
scenario57,0,1,1,2,60,20,60,40,30,100,0,60,0.6
scenario58,1,0,2,0,20,60,60,20,0,100,80,40,0.8
scenario59,1,2,0,1,80,20,0,100,0,20,20,0,1
scenario60,0,1,2,0,60,80,40,0,-90,60,0,20,0.6
scenario61,1,2,2,0,100,80,60,100,30,100,40,80,1
scenario62,2,0,1,0,20,100,60,60,90,80,100,80,0.8
scenario63,2,0,1,2,20,60,60,0,0,100,100,40,1
scenario64,1,2,2,0,80,0,100,80,90,40,20,40,1
scenario65,1,2,2,0,80,80,40,40,-30,100,40,40,1
scenario66,0,1,2,0,80,60,40,80,90,60,40,60,1
scenario67,0,1,2,0,20,60,80,0,-90,60,20,40,0.8
scenario68,1,2,2,0,100,100,60,80,0,80,60,80,1
scenario69,1,2,2,0,80,80,20,100,90,100,40,80,1
scenario70,1,2,0,1,40,20,0,60,-30,100,20,100,1
scenario71,1,2,0,1,20,40,20,80,-90,100,20,40,1
scenario72,1,0,2,0,40,40,80,40,-30,100,80,60,1
scenario73,2,1,0,1,60,100,80,60,60,80,100,100,0.8
scenario74,2,0,1,2,0,0,20,40,30,40,100,0,0.4
scenario75,2,0,1,0,60,60,0,20,-60,60,20,40,0.2
scenario76,2,1,0,1,20,80,0,60,60,80,100,100,0.8
scenario77,2,1,0,1,60,100,80,100,-30,0,40,20,0.6
scenario78,1,2,2,0,100,40,40,100,60,20,80,60,0.2
scenario79,2,0,0,1,0,20,80,80,-60,80,60,60,0.8
scenario80,1,0,2,0,40,40,80,60,-90,100,60,60,0.8
scenario81,2,0,0,1,40,40,80,60,-90,80,60,60,1
scenario82,2,1,0,1,100,0,20,0,-30,60,100,60,0.4
scenario83,0,1,2,1,100,20,20,40,30,100,100,20,0.4
scenario84,1,2,2,0,60,60,0,100,-60,60,0,80,0.4
scenario85,2,0,0,1,40,40,80,60,-90,80,60,60,1
scenario86,2,0,0,1,20,40,80,60,-60,60,80,60,0.8
scenario87,2,0,0,1,40,20,100,60,-90,100,20,80,1
scenario88,2,0,0,1,60,40,60,60,-90,100,80,80,1
scenario89,1,0,2,0,40,0,80,60,-90,80,80,80,0.8
scenario90,2,1,0,1,40,20,100,80,-90,80,80,80,0.2
scenario91,2,0,0,1,40,40,80,60,-90,80,40,40,1
scenario92,1,2,0,2,40,20,80,0,-90,80,60,60,1
scenario93,2,0,0,1,60,60,40,60,-90,80,60,60,1
scenario94,0,1,2,0,20,40,80,80,-90,100,40,60,1
scenario95,2,0,0,1,60,20,80,80,-90,80,0,60,0.2
scenario96,0,1,1,2,20,20,0,40,-60,60,60,60,1
scenario97,2,0,0,1,40,20,100,60,-90,100,20,80,1
scenario98,2,0,0,1,40,20,80,40,-90,60,80,40,1
scenario99,2,1,0,1,60,40,20,60,-30,100,40,60,0.8
scenario100,0,1,2,0,20,40,100,100,-90,100,20,80,0.8
scenario101,0,1,2,0,0,80,0,20,-90,80,40,80,1
scenario102,1,0,2,0,40,0,80,20,-90,60,40,20,0.1
scenario103,2,0,1,2,20,0,0,40,-30,40,0,40,0.6
scenario104,2,0,0,1,20,20,80,60,-60,100,60,80,0.8
scenario105,2,0,0,1,40,40,60,60,-60,60,80,80,0.8
scenario106,1,2,2,0,40,20,100,80,-90,80,20,60,0.8
scenario107,0,2,1,2,60,0,80,60,-60,60,80,80,0.8
scenario108,2,0,0,1,20,0,80,40,-90,100,100,80,1
scenario109,2,0,0,1,20,20,80,60,-60,100,60,80,0.8
scenario110,2,0,0,1,0,20,0,40,30,60,40,100,1
scenario111,0,1,2,1,60,20,100,20,-90,60,80,40,1
scenario112,0,1,2,0,40,20,60,60,-60,100,80,100,0.8
scenario113,2,0,0,1,20,0,100,100,-90,100,40,100,1
scenario114,2,0,0,1,60,60,40,80,-90,60,80,60,0.8
scenario115,1,2,0,1,20,80,20,0,-90,60,40,80,0.1
scenario116,0,1,2,0,0,60,100,100,-30,80,40,80,0.8
scenario117,2,1,0,1,80,20,80,40,-90,20,40,0,0.1
scenario118,1,0,2,0,40,0,60,20,-90,40,60,20,0.1
scenario119,1,0,2,0,40,20,80,20,-90,100,100,60,0.8
scenario120,1,2,0,1,40,60,40,60,30,60,60,80,0.6
scenario121,2,0,0,1,60,60,40,80,-90,60,80,60,0.8
scenario122,1,2,0,2,20,40,20,60,60,80,60,60,0.4
scenario123,0,1,2,1,40,40,60,60,-30,100,60,100,1
scenario124,2,0,1,0,80,40,60,80,60,60,80,100,0.8
scenario125,0,1,1,2,40,80,20,20,-90,60,60,60,0.1
scenario126,0,2,1,2,20,0,80,80,-90,100,80,100,0.8
scenario127,1,2,0,2,40,0,40,20,-90,60,80,0,0.6
scenario128,0,1,2,1,20,40,80,40,-90,100,80,60,0.6
scenario129,1,2,2,0,60,100,60,40,-60,60,60,60,1
scenario130,0,1,2,0,0,20,80,80,-30,100,60,100,0.8
scenario131,2,0,1,2,60,20,100,40,-90,40,80,20,0.8
scenario132,0,1,2,1,20,60,40,100,-60,40,80,60,1
scenario133,1,2,2,0,60,100,60,40,-60,60,60,60,1
scenario134,0,1,2,1,0,100,60,80,-90,60,100,40,1
scenario135,0,2,1,2,100,80,100,100,-90,100,80,100,0.2
scenario136,1,2,0,2,20,60,0,80,-30,100,60,60,0.4
scenario137,1,2,0,1,40,20,80,100,-90,100,100,40,0.6
scenario138,0,2,1,2,60,100,0,0,-90,80,60,60,0.1
scenario139,2,1,0,1,60,100,80,60,60,80,100,100,0.8
scenario140,2,0,1,2,0,0,20,40,30,40,100,0,0.4
scenario141,2,0,1,0,60,60,0,20,-60,60,20,40,0.2
scenario142,2,1,0,1,20,80,0,60,60,80,100,100,0.8
scenario143,2,1,0,1,60,100,80,100,-30,0,40,20,0.6
scenario144,1,2,2,0,100,40,40,100,60,20,80,60,0.2
scenario145,2,0,0,1,0,20,80,80,-60,80,60,60,0.8
scenario146,1,0,2,0,40,40,80,60,-90,100,60,60,0.8
scenario147,2,0,0,1,40,40,80,60,-90,80,60,60,1
scenario148,2,1,0,1,100,0,20,0,-30,60,100,60,0.4
scenario149,0,1,2,1,100,20,20,40,30,100,100,20,0.4
scenario150,1,2,2,0,60,60,0,100,-60,60,0,80,0.4
scenario151,2,1,0,1,100,0,20,0,-30,60,100,60,0.4
scenario152,1,2,0,1,0,20,20,20,-30,0,100,80,0.2
scenario153,0,2,1,2,80,0,20,0,-30,0,80,80,0.2
scenario154,2,1,0,1,100,20,40,0,-30,0,100,40,0.2
scenario155,2,1,0,1,100,0,0,20,-30,40,100,80,0.6
scenario156,2,1,0,1,100,20,40,20,-60,60,100,40,0.4
scenario157,2,1,0,1,100,0,40,20,0,60,100,60,0.4
scenario158,2,1,0,1,80,20,0,0,-30,40,100,0,0.2
scenario159,2,0,0,1,100,0,60,0,30,60,80,60,0.4
scenario160,1,2,2,0,80,0,40,20,90,60,60,40,0.4
scenario161,1,2,0,1,100,20,40,20,0,40,80,40,0.2
scenario162,2,1,0,1,60,80,20,0,-60,60,40,80,0.4
scenario163,1,2,2,0,80,0,40,20,90,60,60,40,0.4
scenario164,1,0,2,0,60,0,60,0,60,0,0,60,0.1
scenario165,2,1,0,1,100,40,40,0,60,0,100,40,0.2
scenario166,1,2,2,0,100,0,20,0,-30,20,0,100,0.8
scenario167,2,1,0,1,0,0,0,40,-60,40,100,100,0.8
scenario168,2,0,1,0,60,80,20,0,-30,60,20,60,0.2
scenario169,1,2,2,0,80,80,60,20,90,40,60,60,0.8
scenario170,1,2,0,1,100,0,60,20,30,40,100,40,0.4
scenario171,1,2,0,1,0,40,60,0,-30,40,100,40,0.2
scenario172,1,2,0,1,100,20,60,20,0,20,80,20,0.4
scenario173,0,2,1,2,80,0,20,20,-30,20,100,20,0.4
scenario174,0,2,1,2,0,20,20,40,-30,0,100,100,0.2
scenario175,1,2,2,0,80,0,40,20,90,60,60,40,0.4
scenario176,2,0,1,0,40,60,20,0,0,80,0,60,0.2
scenario177,1,2,0,1,100,40,80,20,0,20,80,0,0.6
scenario178,1,2,2,0,80,80,40,60,90,40,60,60,1
scenario179,0,2,1,2,60,0,20,20,0,20,80,40,0.2
scenario180,2,0,1,0,20,20,0,40,-60,20,100,80,0.8
scenario181,1,2,0,1,80,40,60,20,0,40,100,40,0.8
scenario182,2,1,0,1,0,20,0,60,-30,60,80,80,1
scenario183,0,1,2,0,20,20,100,60,-30,20,100,100,0.2
scenario184,0,2,1,2,60,100,20,20,0,0,20,60,0.2
scenario185,1,2,0,2,100,20,40,20,30,20,80,40,0.2
scenario186,2,0,1,2,100,40,40,0,60,20,100,60,0.2
scenario187,2,0,1,0,20,20,0,40,-60,20,100,80,0.8
scenario188,0,1,1,2,100,20,80,0,30,20,0,0,0.4
scenario189,0,2,1,2,80,100,20,40,0,0,20,100,0.1
scenario190,2,0,1,0,80,80,0,40,-30,20,20,80,0.2
scenario191,0,1,2,0,80,60,20,40,60,0,80,60,0.2
scenario192,1,0,2,0,100,20,40,100,30,20,60,60,0.2
scenario193,2,0,1,0,0,100,0,40,0,20,100,40,0.2
scenario194,2,1,0,1,0,40,0,80,-60,60,80,80,1
scenario195,1,2,0,1,100,20,60,0,-30,20,40,40,0.8
scenario196,0,1,2,0,100,20,20,20,60,0,80,40,0.2
scenario197,0,1,2,1,100,40,40,40,0,20,60,40,0.1
scenario198,1,2,0,1,100,100,20,80,90,40,20,40,1
scenario199,2,0,1,0,20,20,0,40,-60,20,100,80,0.8
scenario200,0,1,1,2,100,20,60,20,-60,40,40,40,0.8
scenario201,2,0,1,0,0,40,60,20,-90,20,80,60,0.8
scenario202,1,0,2,0,80,20,20,100,0,40,40,0,0.2
scenario203,0,2,1,2,60,100,0,0,60,20,20,40,0.8
scenario204,0,2,1,2,100,100,60,20,30,0,20,100,0.1
scenario205,0,1,2,1,100,20,20,0,60,0,100,40,0.4
scenario206,2,0,1,0,80,40,40,40,90,0,20,60,0.4
scenario207,1,2,2,0,80,20,40,80,-30,40,40,40,0.4
scenario208,2,0,1,0,100,0,40,100,90,60,40,60,0.2
scenario209,1,2,0,1,20,80,80,80,90,40,20,60,1
scenario210,2,0,1,2,100,40,80,0,0,0,20,0,0.4
scenario211,2,1,0,1,60,100,80,60,60,80,100,100,0.8
scenario212,1,2,0,1,100,40,40,100,-90,80,60,60,1
scenario213,1,0,2,0,40,40,100,60,60,40,80,80,0.2
scenario214,2,1,0,1,40,80,20,60,60,80,100,100,0.6
scenario215,2,0,1,2,20,0,20,40,0,60,80,0,0.2
scenario216,1,2,2,0,60,60,0,100,-60,60,40,80,0.1
scenario217,1,2,0,2,20,20,40,100,90,40,80,40,0.2
scenario218,2,0,1,0,60,60,40,100,60,20,80,80,0.2
scenario219,1,2,2,0,100,40,20,100,-60,60,0,80,0.4
scenario220,1,2,2,0,60,60,0,100,-60,60,0,80,0.4
scenario221,1,2,2,0,100,40,40,100,30,20,80,60,0.2
scenario222,1,2,2,0,20,0,60,40,60,60,60,40,0.4
scenario223,2,1,0,1,60,100,80,60,60,80,100,100,0.8
scenario224,2,0,0,1,60,80,80,40,90,80,100,80,1
scenario225,0,1,2,1,80,100,80,80,30,80,100,80,1
scenario226,0,1,2,1,80,100,80,40,90,0,100,80,0.6
scenario227,1,0,2,0,60,100,0,60,30,100,80,20,0.6
scenario228,1,2,2,0,60,80,80,80,30,100,100,100,1
scenario229,0,1,2,1,80,100,80,40,90,60,100,80,0.8
scenario230,2,1,0,1,0,100,80,40,60,100,80,80,0.8
scenario231,1,2,0,1,40,100,100,60,60,100,80,20,0.8
scenario232,1,2,0,1,60,100,80,40,60,60,80,100,0.6
scenario233,2,1,0,1,40,100,80,40,90,80,100,100,0.8
scenario234,2,0,0,1,60,100,40,60,60,80,60,100,0.8
scenario235,1,2,2,0,60,80,80,80,30,100,100,100,1
scenario236,2,0,0,1,60,100,0,80,30,100,60,60,0.6
scenario237,2,0,0,1,100,100,100,40,90,0,0,80,0.2
scenario238,0,1,2,1,0,80,0,20,90,80,80,80,0.8
scenario239,2,1,0,1,60,80,80,40,60,60,100,40,0.8
scenario240,1,2,0,1,40,80,80,60,-30,100,40,20,0.6
scenario241,1,2,0,1,60,100,100,60,-90,60,60,100,0.4
scenario242,0,1,2,0,40,80,20,40,30,100,40,100,0.8
scenario243,1,2,2,0,0,80,80,60,60,80,60,20,0.1
scenario244,2,0,1,2,60,80,0,60,90,60,0,80,0.6
scenario245,2,1,0,1,40,80,80,60,90,100,100,100,0.6
scenario246,2,1,0,1,40,100,60,60,90,60,100,80,0.6
scenario247,1,2,2,0,60,80,80,80,30,100,100,100,1
scenario248,1,2,2,0,40,60,20,80,90,40,0,80,0.4
scenario249,0,2,1,2,80,80,80,40,90,40,100,40,0.8
scenario250,2,0,0,1,80,80,80,20,90,20,100,80,1
scenario251,2,0,0,1,60,20,80,60,30,40,100,60,0.8
scenario252,0,1,2,1,60,100,20,60,30,100,60,60,0.6
scenario253,0,1,2,0,60,80,0,40,30,100,60,100,0.8
scenario254,2,1,0,1,40,60,100,100,30,100,100,100,1
scenario255,1,2,2,0,60,100,60,80,30,80,60,0,0.1
scenario256,1,2,0,1,20,80,20,40,-30,100,40,80,0.4
scenario257,0,1,2,0,0,100,20,20,-30,60,100,80,0.8
scenario258,2,1,0,1,80,20,80,80,-30,20,40,0,0.6
scenario259,1,2,2,0,60,80,80,80,30,100,100,100,1
scenario260,2,0,0,1,60,80,0,60,0,80,80,60,0.6
scenario261,1,2,2,0,100,40,80,60,-30,40,60,60,0.4
scenario262,1,2,0,1,60,100,40,80,30,80,40,0,0.6
scenario263,2,0,0,1,60,0,60,80,0,40,40,0,0.4
scenario264,0,1,2,1,80,100,80,20,90,20,60,80,1
scenario265,2,0,1,0,80,40,40,60,60,100,60,100,0.8
scenario266,0,1,2,1,80,80,0,60,30,100,80,80,0.8
scenario267,0,2,1,2,20,60,100,40,60,20,100,80,1
scenario268,1,2,0,1,20,80,0,40,-60,100,80,60,0.6
scenario269,2,0,1,2,60,100,80,60,-90,100,100,80,0.8
scenario270,1,2,2,0,80,100,60,60,90,40,80,60,0.8
scenario271,1,2,2,0,100,40,80,60,-30,40,60,60,0.4
scenario272,0,1,2,0,40,80,80,100,60,100,60,100,1
scenario273,2,0,1,2,100,40,100,80,-30,20,60,40,0.2
scenario274,0,1,2,1,20,100,80,40,90,0,60,80,1
scenario275,0,1,2,1,0,100,100,80,30,100,100,80,1
scenario276,0,1,2,1,100,80,100,40,60,20,60,100,0.2
scenario277,2,0,0,1,60,100,0,80,-30,100,80,60,0.6
scenario278,2,1,0,1,100,100,80,100,90,20,80,40,0.8
scenario279,0,2,1,2,80,20,40,60,0,60,40,0,0.1
scenario280,2,0,1,0,60,100,80,20,-90,100,100,0,0.6
scenario281,1,2,0,2,100,100,60,60,90,60,80,80,0.6
scenario282,2,1,0,1,60,100,20,100,30,60,20,0,0.8
scenario283,2,1,0,1,60,100,80,60,60,80,100,100,0.8
scenario284,1,2,2,0,60,60,80,80,-90,80,60,60,1
scenario285,1,2,0,2,100,40,0,100,-90,0,40,80,0.6
scenario286,1,2,0,2,100,0,40,100,-90,80,80,60,1
scenario287,1,2,0,2,20,20,40,100,90,80,80,20,0.4
scenario288,1,2,2,0,60,80,80,100,60,100,100,100,1
scenario289,2,0,1,0,40,60,100,60,60,20,100,80,0.2
scenario290,1,0,2,0,60,100,80,80,60,100,100,80,1
scenario291,2,0,1,0,40,60,40,100,30,20,80,80,0.2
scenario292,1,0,2,0,100,60,20,100,30,40,100,100,1
scenario293,1,0,2,0,60,40,40,80,0,80,80,60,0.2
scenario294,1,2,2,0,60,60,0,100,-60,60,0,80,0.4
scenario295,1,2,0,2,100,40,0,100,-90,0,40,80,0.6
scenario296,1,2,0,2,100,20,0,100,-90,0,60,60,0.6
scenario297,1,2,0,2,80,20,0,40,-60,100,60,100,0.8
scenario298,2,0,0,1,80,60,0,80,-90,0,60,100,0.6
scenario299,1,2,0,2,100,40,20,100,-90,80,40,80,0.8
scenario300,1,0,2,0,100,20,0,80,-90,0,40,60,0.4
scenario301,0,2,1,2,60,60,0,100,-90,0,40,80,0.4
scenario302,1,2,0,1,100,60,0,100,-90,0,60,80,0.6
scenario303,0,1,2,1,100,40,0,100,-90,0,40,100,0.6
scenario304,1,2,0,2,80,20,20,100,-90,0,20,80,0.6
scenario305,1,2,0,2,100,40,0,100,-90,20,40,60,0.4
scenario306,0,1,1,2,100,60,0,100,-90,20,100,20,0.8
scenario307,1,2,0,2,100,40,0,100,-90,20,40,60,0.4
scenario308,0,1,2,1,60,60,20,80,90,0,40,100,0.8
scenario309,1,2,0,2,80,20,0,0,-30,100,40,100,1
scenario310,0,1,1,2,0,40,0,100,60,20,60,60,0.2
scenario311,1,2,0,2,100,0,0,100,-30,20,60,80,0.6
scenario312,2,0,0,1,100,40,0,60,-90,0,40,40,0.6
scenario313,0,1,2,1,100,20,0,100,-90,20,20,80,0.8
scenario314,1,2,0,1,100,80,100,100,-90,100,20,100,0.6
scenario315,1,2,0,1,100,0,0,100,-90,20,80,40,0.8
scenario316,1,2,0,2,80,20,0,100,-90,40,40,60,0.6
scenario317,1,2,0,2,100,40,0,100,-90,20,60,20,0.6
scenario318,0,1,2,1,100,40,20,100,-90,20,60,60,0.4
scenario319,1,2,0,2,80,20,0,100,-90,40,40,60,0.6
scenario320,0,1,2,1,100,20,0,80,-90,0,40,60,0.6
scenario321,1,2,0,2,40,40,20,0,90,20,40,40,1
scenario322,2,0,1,0,100,20,20,100,-90,100,60,40,0.6
scenario323,2,0,1,0,100,0,0,100,30,40,100,40,0.4
scenario324,0,1,2,1,0,0,0,40,-90,80,20,80,0.8
scenario325,0,1,2,1,100,60,20,40,-90,0,80,0,0.8
scenario326,2,0,0,1,80,0,0,80,90,20,40,60,0.4
scenario327,0,1,2,1,80,20,0,60,-90,0,40,40,0.2
scenario328,1,0,2,0,80,40,40,100,-90,20,20,60,0.4
scenario329,1,2,0,1,100,80,0,100,-90,20,100,20,0.8
scenario330,0,1,2,1,100,100,0,80,-60,0,60,60,0.8
scenario331,2,0,1,0,100,0,0,100,30,40,100,40,0.4
scenario332,2,0,0,1,80,40,40,100,-90,40,0,60,0.4
scenario333,1,2,0,2,40,20,0,0,-90,40,60,40,1
scenario334,0,2,1,2,100,20,0,80,90,80,80,20,0.8
scenario335,0,1,2,1,100,0,0,80,-90,0,20,40,0.6
scenario336,0,1,2,1,100,20,0,80,-60,0,20,60,0.4
scenario337,1,2,0,1,80,60,0,100,-90,100,100,20,0.6
scenario338,1,2,2,0,100,40,40,100,-90,100,60,20,0.6
scenario339,0,1,1,2,100,80,0,80,0,0,20,60,0.6
scenario340,0,2,1,2,20,20,0,100,-90,100,40,40,0.2
scenario341,0,1,2,1,100,100,0,40,-60,0,40,40,0.1
scenario342,2,1,0,1,100,20,0,80,-90,20,40,60,0.4
scenario343,2,0,0,1,80,40,40,100,-90,40,0,60,0.4
scenario344,1,0,2,0,80,20,0,80,-90,20,0,60,0.6
scenario345,1,2,2,0,60,80,0,100,0,100,100,40,0.1
scenario346,1,2,0,1,100,40,20,100,-60,20,20,40,0.4
scenario347,1,2,2,0,100,20,60,100,60,100,60,40,0.8
scenario348,1,2,0,1,20,20,20,80,-90,20,60,60,0.4
scenario349,0,1,2,1,100,100,20,20,-90,0,40,20,0.1
scenario350,1,2,0,1,80,60,20,100,-60,100,80,20,0.6
scenario351,0,1,2,0,100,0,0,80,0,60,80,60,0.6
scenario352,1,2,0,2,40,20,80,20,-60,20,60,40,1
scenario353,1,2,2,0,100,40,40,80,-90,100,0,20,0.6
scenario354,2,1,0,1,100,20,20,80,-90,40,60,60,0.6
scenario355,2,1,0,1,60,100,80,60,60,80,100,100,0.8
scenario356,1,2,2,0,100,60,0,100,-90,60,40,60,0.6
scenario357,0,1,1,2,80,20,0,100,30,40,100,40,1
scenario358,0,2,1,2,60,20,20,100,-90,40,40,60,0.6
scenario359,1,0,2,0,40,40,40,100,30,20,100,0,0.2
scenario360,0,2,1,2,40,60,80,60,30,40,100,100,1
scenario361,1,0,2,0,20,60,20,100,90,20,100,80,0.2
scenario362,1,2,0,1,80,60,0,100,-90,80,20,80,0.4
scenario363,1,2,0,2,100,0,40,100,60,80,80,60,1
scenario364,0,1,1,2,100,0,100,100,-90,60,80,60,0.8
scenario365,2,0,0,1,60,60,60,80,-90,80,60,80,1
scenario366,1,2,0,2,100,0,40,100,-90,60,80,60,1
scenario367,2,0,0,1,60,60,60,80,-90,80,60,80,1
scenario368,1,2,0,2,60,80,60,60,-90,60,80,60,0.2
scenario369,2,0,0,1,100,60,40,100,-90,80,60,60,0.8
scenario370,2,0,0,1,60,60,60,100,30,80,60,80,0.2
scenario371,1,0,2,0,60,60,60,80,-90,80,80,80,1
scenario372,2,0,0,1,60,80,0,60,-60,80,60,80,1
scenario373,1,2,0,2,40,80,80,80,-90,80,40,60,1
scenario374,1,2,0,1,60,60,60,100,-60,60,60,20,1
scenario375,1,2,2,0,80,60,60,40,-60,80,40,80,1
scenario376,2,0,0,1,80,40,80,80,-90,80,40,20,1
scenario377,1,2,0,2,60,40,60,80,-90,20,60,80,0.8
scenario378,2,1,0,1,40,40,40,80,-90,60,60,80,1
scenario379,1,2,2,0,80,60,60,40,-60,80,40,80,1
scenario380,1,2,2,0,100,60,80,60,-60,80,60,80,0.6
scenario381,1,2,2,0,0,60,20,60,-90,80,20,80,0.8
scenario382,1,0,2,0,60,40,80,80,-90,0,100,40,0.8
scenario383,1,2,2,0,80,80,60,0,-30,60,60,80,1
scenario384,1,2,0,2,60,60,0,80,-60,80,60,80,1
scenario385,1,2,0,1,60,40,40,80,-60,40,60,80,1
scenario386,2,0,0,1,0,20,0,80,-30,100,80,60,1
scenario387,0,2,1,2,20,80,100,80,-90,60,0,40,1
scenario388,1,2,0,2,0,40,40,80,-60,100,80,60,0.8
scenario389,0,1,2,1,60,0,60,100,0,60,20,40,1
scenario390,2,1,0,1,80,60,60,100,-30,40,80,0,0.8
scenario391,1,2,2,0,80,60,60,40,-60,80,40,80,1
scenario392,0,2,1,2,20,80,100,80,-90,60,80,40,1
scenario393,2,1,0,1,40,60,20,60,-60,40,60,80,1
scenario394,1,2,0,1,100,80,60,40,-60,80,60,60,1
scenario395,0,1,2,1,60,60,60,100,-60,60,40,40,0.8
scenario396,2,0,0,1,100,40,20,60,-60,100,80,0,0.8
scenario397,0,1,2,0,60,80,0,80,-60,80,0,60,1
scenario398,1,2,2,0,60,80,80,0,-30,80,0,60,1
scenario399,1,2,2,0,60,80,60,40,-30,80,20,100,1
scenario400,2,0,0,1,60,20,100,60,-90,20,100,60,1
scenario401,0,1,2,0,20,0,0,80,-30,100,100,80,1
scenario402,1,2,0,1,20,100,80,60,-90,80,20,60,1
scenario403,1,2,0,1,100,80,60,40,-60,80,60,60,1
scenario404,1,2,2,0,100,60,60,40,-60,80,60,60,1
scenario405,2,1,0,1,60,100,80,60,60,80,100,100,0.8
scenario406,1,2,2,0,100,60,0,100,-90,60,40,60,0.6
scenario407,0,1,1,2,80,20,0,100,30,40,100,40,1
scenario408,0,2,1,2,60,20,20,100,-90,40,40,60,0.6
scenario409,1,0,2,0,40,40,40,100,30,20,100,0,0.2
scenario410,0,2,1,2,40,60,80,60,30,40,100,100,1
scenario411,1,0,2,0,20,60,20,100,90,20,100,80,0.2
scenario412,1,2,0,1,80,60,0,100,-90,80,20,80,0.4
scenario413,1,2,0,2,100,0,40,100,60,80,80,60,1
scenario414,0,1,1,2,100,0,100,100,-90,60,80,60,0.8
scenario415,2,0,0,1,60,60,60,80,-90,80,60,80,1
scenario416,1,2,0,2,100,0,40,100,-90,60,80,60,1
scenario417,2,0,0,1,60,60,60,80,-90,80,60,80,1
scenario418,1,2,0,2,0,80,60,100,-90,0,60,100,0.8
scenario419,0,2,1,2,40,60,20,80,-90,0,80,100,0.8
