Instances,feature_Direction,feature_Cloudiness,feature_Precipitation,feature_PrecipitationDeposits,feature_WindIntensity,feature_TimeOfDay,feature_FogDensity,feature_FogDistance,feature_Wetness,feature_RoadFriction,Collision,MinTTC,algo_safety
scenario1,left,40,0,60,40,-90,0,60,80,0.8,False,1.001,0
scenario2,right,40,0,20,20,-30,80,40,100,0.2,False,0.933,0
scenario3,left,0,60,0,80,0,0,0,40,1.0,False,1.065,0
scenario4,right,0,0,0,100,-60,20,0,40,0.6,False,0.912,0
scenario5,right,40,60,0,40,-30,80,60,20,0.8,False,0.901,0
scenario6,right,0,60,100,80,0,100,80,100,1.0,False,0.839,0
scenario7,right,80,100,60,40,30,0,100,20,1.0,False,0.857,0
scenario8,left,60,100,40,20,-30,40,80,60,0.1,False,1.096,0
scenario9,right,60,80,40,0,-60,80,0,100,0.4,False,0.899,0
scenario10,left,40,20,60,80,30,100,0,100,0.4,False,1.206,0
scenario11,right,100,100,20,80,0,20,20,80,0.6,False,1.03,0
scenario12,right,60,0,0,20,0,20,0,40,0.4,False,0.905,0
scenario13,right,60,100,60,0,-90,80,0,80,0.4,False,0.754,0
scenario14,left,0,60,0,80,0,0,80,100,1.0,False,1.029,0
scenario15,right,0,40,40,60,-90,80,40,60,0.4,False,0.837,0
scenario16,left,100,100,20,60,-90,100,100,20,0.4,False,1.007,0
scenario17,left,100,0,100,0,90,80,60,80,0.4,False,1.232,0
scenario18,left,100,40,60,40,-60,80,40,80,0.1,False,1.103,0
scenario19,left,80,60,60,0,60,20,60,100,0.1,False,1.185,0
scenario20,right,60,100,100,100,60,100,60,40,0.6,False,0.817,0
scenario21,left,20,80,40,80,30,80,20,40,0.8,False,1.163,0
scenario22,left,80,100,40,20,30,40,0,40,0.8,False,1.055,0
scenario23,left,20,40,40,60,-90,80,0,20,0.8,False,1.222,0
scenario24,left,0,20,40,80,-60,0,80,40,0.1,False,1.064,0
scenario25,right,80,80,20,80,-60,60,60,100,0.6,False,0.8,0
scenario26,left,40,100,80,60,-30,60,20,80,0.2,False,1.067,0
scenario27,left,80,80,60,40,60,80,0,100,0.1,False,1.165,0
scenario28,right,60,40,100,60,-30,40,20,60,0.4,False,0.838,0
scenario29,left,20,60,0,60,0,80,40,20,0.8,False,1.101,0
scenario30,right,40,0,40,0,-30,80,80,40,0.1,False,0.825,0
scenario31,right,0,80,60,40,-90,60,80,100,0.4,False,0.935,0
scenario32,left,100,60,40,60,30,80,40,20,1.0,False,1.227,0
scenario33,right,80,80,40,40,-90,20,0,0,0.6,False,0.823,0
scenario34,right,100,20,60,80,-90,60,80,20,0.4,False,0.861,0
scenario35,right,20,80,0,60,30,80,40,100,0.8,False,0.842,0
scenario36,left,40,100,60,20,60,0,40,40,0.2,False,1.147,0
scenario37,right,40,60,0,80,-90,60,100,20,0.2,False,0.846,0
scenario38,left,40,80,20,100,30,20,40,60,0.6,False,0.99,0
scenario39,left,40,80,0,0,0,80,80,80,0.4,False,1.079,0
scenario40,left,80,0,100,60,0,60,0,0,0.8,False,1.084,0
scenario41,right,100,60,80,40,-60,60,20,20,0.2,False,0.853,0
scenario42,left,0,20,20,0,0,0,0,60,1.0,False,1.126,0
scenario43,right,80,0,0,20,60,60,100,40,0.2,False,0.794,0
scenario44,right,0,40,100,100,90,40,20,80,0.1,False,0.789,0
scenario45,right,20,60,20,60,-60,80,100,60,0.6,False,0.916,0
