Row,timeofday,cloudiness,windintensity,precipitation,precipitationdeposits,wetness,roadfriction,fogdensity,fogdistance,direction
scenario1,0.922282291273159,0.00752836443882457,0.724668883467612,0.495538418162175,1.12679782087469,0.525680778786321,0.0167164383861054,-1.44700516096225,1.07022611951976,1.01633238481418
scenario2,-1.65913353147107,0.00752836443882457,-1.46405938323683,0.495538418162175,-1.09993382988695,0.902824846705306,1.29755063788406,1.15695953467878,-1.65268256840044,-0.979374843548212
scenario3,1.19763513696942,0.801857660048144,1.07816168007249,-1.07488849309436,-1.09993382988695,0.902824846705306,-1.5765396066126,1.15695953467878,-1.65268256840044,-0.979374843548212
scenario4,-1.65913353147107,0.801857660048144,0.299478354438749,0.867037021953484,-1.09993382988695,-1.53662473432231,1.29755063788406,-1.44700516096225,1.07022611951976,1.01633238481418
scenario5,0.619137572290105,0.00752836443882457,-0.265175484379915,1.38362052945968,-1.09993382988695,0.902824846705306,-0.920554670266697,-0.298801959333592,0.718940056648705,-0.979374843548212
scenario6,0.619137572290105,-0.890678488577762,0.299478354438749,0.867037021953484,1.12679782087469,0.0841184672602752,0.0167164383861054,1.15695953467878,-1.65268256840044,1.01633238481418
scenario7,-1.65913353147107,-0.890678488577762,-1.46405938323683,0.867037021953484,1.12679782087469,0.0841184672602752,-0.920554670266697,-0.298801959333592,0.718940056648705,-0.979374843548212
scenario8,-0.641029920285233,-0.890678488577762,0.724668883467612,-1.07488849309436,-1.09993382988695,1.23814252298697,-1.5765396066126,-0.298801959333592,0.718940056648705,-0.979374843548212
scenario9,1.19763513696942,0.801857660048144,-1.46405938323683,-1.07488849309436,-1.09993382988695,1.23814252298697,1.29755063788406,-1.44700516096225,1.07022611951976,1.01633238481418
scenario10,0.619137572290105,-2.11192525312974,-0.265175484379915,-1.07488849309436,-1.09993382988695,-1.53662473432231,0.0167164383861054,-1.44700516096225,1.07022611951976,-0.979374843548212
scenario11,-0.641029920285233,1.53486186267475,1.07816168007249,-1.07488849309436,1.12679782087469,0.0841184672602752,0.0167164383861054,-1.44700516096225,1.07022611951976,1.01633238481418
scenario12,0.619137572290105,0.801857660048144,-1.46405938323683,-1.07488849309436,0.836136321738994,-1.53662473432231,0.0167164383861054,0.209475931964252,0.328756647493643,1.01633238481418
scenario13,-0.641029920285233,0.801857660048144,1.07816168007249,-1.07488849309436,0.616233047837502,0.0841184672602752,0.0167164383861054,0.891727565313825,-0.677930077893862,1.01633238481418
scenario14,0.619137572290105,0.801857660048144,1.07816168007249,0.495538418162175,0.263235248800528,0.0841184672602752,1.29755063788406,0.209475931964252,0.328756647493643,-0.979374843548212
scenario15,1.19763513696942,1.53486186267475,0.299478354438749,-1.07488849309436,-1.09993382988695,-1.53662473432231,1.29755063788406,0.891727565313825,-0.677930077893862,1.01633238481418
scenario16,-1.65913353147107,0.00752836443882457,0.299478354438749,1.38362052945968,-1.09993382988695,0.902824846705306,-0.920554670266697,0.209475931964252,0.328756647493643,1.01633238481418
scenario17,-1.65913353147107,0.801857660048144,1.07816168007249,1.38362052945968,1.12679782087469,0.0841184672602752,0.0167164383861054,1.15695953467878,-1.65268256840044,1.01633238481418
scenario18,0.277149507349155,-0.890678488577762,0.299478354438749,0.867037021953484,-1.09993382988695,0.902824846705306,-1.5765396066126,1.15695953467878,-1.65268256840044,1.01633238481418
scenario19,1.19763513696942,0.801857660048144,-1.46405938323683,1.25544965652448,-1.09993382988695,0.902824846705306,-0.920554670266697,1.15695953467878,-1.65268256840044,1.01633238481418
scenario20,0.277149507349155,-0.890678488577762,0.299478354438749,1.38362052945968,1.12679782087469,0.0841184672602752,0.0167164383861054,0.209475931964252,0.328756647493643,-0.979374843548212
scenario21,-1.65913353147107,-0.890678488577762,-1.46405938323683,-1.07488849309436,1.12679782087469,0.0841184672602752,0.0167164383861054,0.891727565313825,-0.677930077893862,1.01633238481418
scenario22,-0.124976839099711,-0.890678488577762,0.299478354438749,0.495538418162175,-1.09993382988695,-1.53662473432231,1.29755063788406,1.15695953467878,-1.65268256840044,-0.979374843548212
scenario23,0.922282291273159,-0.890678488577762,1.07816168007249,-1.07488849309436,-1.09993382988695,1.23814252298697,-1.817341471666,-0.298801959333592,0.718940056648705,1.01633238481418
scenario24,0.922282291273159,-0.890678488577762,-1.46405938323683,-1.07488849309436,-1.09993382988695,0.902824846705306,-1.817341471666,0.891727565313825,-0.677930077893862,-0.979374843548212
scenario25,1.19763513696942,0.00752836443882457,1.07816168007249,-1.07488849309436,-1.09993382988695,-1.53662473432231,1.29755063788406,-0.298801959333592,0.718940056648705,1.01633238481418
scenario26,-0.124976839099711,1.53486186267475,-1.46405938323683,-1.07488849309436,0.263235248800528,0.0841184672602752,1.29755063788406,-1.44700516096225,1.07022611951976,-0.979374843548212
