instances,feature_direction,feature_cloudiness,feature_precipitation,feature_precipitationdeposits,feature_windintensity,feature_timeofday,feature_fogdensity,feature_fogdistance,feature_wetness,feature_roadfriction,collision,minttc,algo_safety
scenario1,0,0,100,40,20,-60,20,100,0,1.0,False,1.3566928075761684,0
scenario2,0,80,60,0,0,-90,20,20,80,0.8,False,1.042782427769392,0
scenario3,0,80,20,100,100,60,80,60,20,0.6,False,1.3133619353399155,0
scenario4,1,0,20,100,60,-30,40,20,20,0.4,False,0.9083702464784796,0
scenario5,0,0,60,0,40,90,40,80,40,0.1,False,1.3938489866407813,0
scenario6,1,80,0,60,0,30,40,100,80,0.4,False,2.137957957039027,0
scenario7,0,100,0,0,100,-60,40,0,20,0.1,False,1.0472739020279431,0
scenario8,1,40,60,100,40,-60,40,40,20,1.0,False,0.7914554146329195,0
scenario9,1,100,100,100,0,30,100,20,80,1.0,False,2.1611583104561767,0
scenario10,0,20,60,60,40,60,100,80,20,1.0,False,1.4563152794726095,0
scenario11,1,0,20,0,40,0,40,0,20,0.8,False,1.1572112838019384,0
scenario12,1,20,100,60,60,60,60,20,40,0.2,False,0.8578382568162422,0
scenario13,0,100,80,80,40,60,80,60,80,0.6,False,1.3315493482461231,0
scenario14,1,20,20,80,60,-90,0,0,20,1.0,False,0.7046309837566267,0
scenario15,0,100,60,80,0,0,60,80,60,0.8,False,1.3756884076918583,0
scenario16,1,80,0,100,100,-90,100,80,40,1.0,False,0.8675876230441815,0
scenario17,1,0,40,60,20,0,0,100,100,0.4,False,0.7445394706250807,0
scenario18,0,80,0,100,40,90,100,80,80,0.2,False,1.3529234101128698,0
scenario19,0,40,20,80,80,-90,80,40,60,0.1,False,1.3965342457522991,0
scenario20,0,40,40,20,0,-60,80,0,0,1.0,False,1.396348276831022,0
scenario21,1,0,80,20,20,60,60,80,20,0.4,False,0.7455041705796452,0
scenario22,1,20,80,100,100,-60,100,40,60,1.0,False,0.895360250581801,0
scenario23,1,60,80,60,0,-60,20,0,40,0.1,False,0.9216763767757234,0
scenario24,0,80,20,0,0,60,100,0,20,0.1,False,1.3303981835853682,0
scenario25,0,40,0,80,20,-30,100,60,20,0.8,False,1.4035350317194923,0
scenario26,0,100,80,80,60,-60,60,60,20,0.1,False,1.4291815097709697,0
scenario27,0,100,60,40,60,0,60,100,0,1.0,False,1.490043144939448,0
scenario28,0,0,60,100,40,90,0,20,20,0.2,False,1.342293864476651,0
scenario29,1,20,60,20,40,0,20,0,60,0.8,False,0.964769727823988,0
scenario30,0,0,100,80,0,-90,20,20,60,0.6,False,0.9693884277683078,0
scenario31,1,20,60,0,20,0,0,60,40,0.6,False,2.3061949574138967,0
scenario32,1,60,100,100,80,60,100,60,20,0.2,False,1.0140257684522116,0
scenario33,1,20,0,80,100,30,0,100,40,0.1,False,0.6114991790552584,0
scenario34,0,80,60,80,80,-60,0,80,0,0.2,False,1.3800156924939129,0
scenario35,0,80,0,100,20,0,0,80,20,0.8,False,1.3655634867745965,0
scenario36,0,80,0,60,100,30,80,80,40,0.4,False,1.3275661392669291,0
scenario37,0,100,100,40,20,-30,60,20,100,1.0,False,0.681973596821998,0
