instances,feature_direction,feature_cloudiness,feature_precipitation,feature_precipitationdeposits,feature_windintensity,feature_timeofday,feature_fogdensity,feature_fogdistance,feature_wetness,feature_roadfriction,collision,minttc,algo_safety
scenario1,0,0,100,40,20,-60,20,100,0,1.0,False,1.487546971030191,0
scenario2,0,80,60,0,0,-90,20,20,80,0.8,False,0.9952846521361396,0
scenario3,0,80,20,100,100,60,80,60,20,0.6,False,1.3492340879222746,0
scenario4,1,0,20,100,60,-30,40,20,20,0.4,False,0.876595021671236,0
scenario5,0,0,60,0,40,90,40,80,40,0.1,False,1.4151758421231786,0
scenario6,1,80,0,60,0,30,40,100,80,0.4,False,1.7522411202487234,0
scenario7,0,100,0,0,100,-60,40,0,20,0.1,False,1.0085007129236718,0
scenario8,1,40,60,100,40,-60,40,40,20,1.0,False,0.9370187792112428,0
scenario9,1,100,100,100,0,30,100,20,80,1.0,False,1.828849947981113,0
scenario10,0,20,60,60,40,60,100,80,20,1.0,False,1.3906759980388863,0
scenario11,1,0,20,0,40,0,40,0,20,0.8,False,1.784830545571665,0
scenario12,1,20,100,60,60,60,60,20,40,0.2,False,1.9374099879700688,0
scenario13,0,100,80,80,40,60,80,60,80,0.6,False,1.3509764326725917,0
scenario14,1,20,20,80,60,-90,0,0,20,1.0,False,0.9081332726419176,0
scenario15,0,100,60,80,0,0,60,80,60,0.8,False,1.5008870803257093,0
scenario16,1,80,0,100,100,-90,100,80,40,1.0,False,0.8026918008465664,0
scenario17,1,0,40,60,20,0,0,100,100,0.4,False,0.7458412533356481,0
scenario18,0,80,0,100,40,90,100,80,80,0.2,False,1.3274649383981838,0
scenario19,0,40,20,80,80,-90,80,40,60,0.1,False,1.6680744549047266,0
scenario20,0,40,40,20,0,-60,80,0,0,1.0,False,1.3521847105892193,0
scenario21,1,0,80,20,20,60,60,80,20,0.4,False,0.7362297964737763,0
scenario22,1,20,80,100,100,-60,100,40,60,1.0,False,0.969678301910646,0
scenario23,1,60,80,60,0,-60,20,0,40,0.1,False,1.4737830525457722,0
scenario24,0,80,20,0,0,60,100,0,20,0.1,False,1.4109802774066065,0
scenario25,0,40,0,80,20,-30,100,60,20,0.8,False,0.9780624337165424,0
scenario26,0,100,80,80,60,-60,60,60,20,0.1,False,1.3884151654648114,0
scenario27,0,100,60,40,60,0,60,100,0,1.0,False,1.6270802697734388,0
scenario28,0,0,60,100,40,90,0,20,20,0.2,False,1.4129739094609723,0
scenario29,1,20,60,20,40,0,20,0,60,0.8,False,0.8558946104211737,0
scenario30,0,0,100,80,0,-90,20,20,60,0.6,False,0.9082324773963832,0
scenario31,1,20,60,0,20,0,0,60,40,0.6,False,1.0920562162235854,0
scenario32,1,60,100,100,80,60,100,60,20,0.2,False,1.9699753370496604,0
scenario33,1,20,0,80,100,30,0,100,40,0.1,False,2.03074261085753,0
scenario34,0,80,60,80,80,-60,0,80,0,0.2,False,1.386373274820215,0
scenario35,0,80,0,100,20,0,0,80,20,0.8,False,1.3402771381072447,0
scenario36,0,80,0,60,100,30,80,80,40,0.4,False,1.3679818504825512,0
scenario37,0,100,100,40,20,-30,60,20,100,1.0,False,0.917323593625378,0
scenario38,1,60,40,0,0,0,80,80,0,0.1,False,2.1655270596103966,0
scenario39,0,80,40,20,40,-90,20,40,40,0.2,False,1.4236090456396384,0
scenario40,1,80,100,40,80,90,100,80,0,1.0,False,1.824475005547854,0
scenario41,1,100,0,20,40,-90,0,100,80,0.2,False,0.6221250218773864,0
scenario42,1,40,80,20,100,-30,20,100,100,0.4,False,1.0257612632149076,0
scenario43,1,40,0,0,100,0,40,0,0,0.4,False,1.417537167910522,0
