Row,direction,cloudiness,precipitation,precipitationdeposits,windintensity,timeofday,fogdensity,fogdistance,wetness,roadfriction
scenario1,0,0,100,40,20,-60,20,100,0,1
scenario2,0,80,60,0,0,-90,20,20,80,0.8
scenario3,0,80,20,100,100,60,80,60,20,0.6
scenario4,1,0,20,100,60,-30,40,20,20,0.4
scenario5,0,0,60,0,40,90,40,80,40,0.1
scenario6,1,80,0,60,0,30,40,100,80,0.4
scenario7,0,100,0,0,100,-60,40,0,20,0.1
scenario8,1,40,60,100,40,-60,40,40,20,1
scenario9,1,100,100,100,0,30,100,20,80,1
scenario10,0,20,60,60,40,60,100,80,20,1
scenario11,1,0,20,0,40,0,40,0,20,0.8
scenario12,1,20,100,60,60,60,60,20,40,0.2
scenario13,0,100,80,80,40,60,80,60,80,0.6
scenario14,1,20,20,80,60,-90,0,0,20,1
scenario15,0,100,60,80,0,0,60,80,60,0.8
scenario16,1,80,0,100,100,-90,100,80,40,1
scenario17,1,0,40,60,20,0,0,100,100,0.4
scenario18,0,80,0,100,40,90,100,80,80,0.2
scenario19,0,40,20,80,80,-90,80,40,60,0.1
scenario20,0,40,40,20,0,-60,80,0,0,1
scenario21,1,0,80,20,20,60,60,80,20,0.4
scenario22,1,20,80,100,100,-60,100,40,60,1
scenario23,1,60,80,60,0,-60,20,0,40,0.1
scenario24,0,80,20,0,0,60,100,0,20,0.1
scenario25,0,40,0,80,20,-30,100,60,20,0.8
scenario26,0,100,80,80,60,-60,60,60,20,0.1
scenario27,0,100,60,40,60,0,60,100,0,1
scenario28,0,0,60,100,40,90,0,20,20,0.2
scenario29,1,20,60,20,40,0,20,0,60,0.8
scenario30,0,0,100,80,0,-90,20,20,60,0.6
scenario31,1,20,60,0,20,0,0,60,40,0.6
scenario32,1,60,100,100,80,60,100,60,20,0.2
scenario33,1,20,0,80,100,30,0,100,40,0.1
scenario34,0,80,60,80,80,-60,0,80,0,0.2
scenario35,0,80,0,100,20,0,0,80,20,0.8
scenario36,0,80,0,60,100,30,80,80,40,0.4
scenario37,0,100,100,40,20,-30,60,20,100,1
scenario38,1,60,40,0,0,0,80,80,0,0.1
scenario39,0,80,40,20,40,-90,20,40,40,0.2
scenario40,1,80,100,40,80,90,100,80,0,1
scenario41,1,100,0,20,40,-90,0,100,80,0.2
scenario42,1,40,80,20,100,-30,20,100,100,0.4
scenario43,1,40,0,0,100,0,40,0,0,0.4
scenario44,0,100,40,20,100,0,80,100,60,0.8
scenario45,0,0,0,100,20,30,0,40,80,0.8
scenario46,0,60,20,0,40,-30,0,40,20,1
scenario47,0,100,0,40,80,90,60,80,100,0.2
scenario48,0,20,20,60,0,-60,100,40,60,1
scenario49,0,40,20,100,0,0,0,60,20,0.2
scenario50,1,40,40,20,20,-90,100,20,60,0.4
scenario51,1,0,40,40,100,30,60,100,80,0.4
scenario52,0,0,40,20,80,-30,0,0,80,0.6
scenario53,1,100,40,60,80,30,0,60,80,0.2
scenario54,1,0,100,60,0,30,80,100,100,1
scenario55,0,40,60,0,100,-30,80,40,100,0.1
scenario56,1,80,40,100,60,-30,60,100,40,0.8
scenario57,0,20,60,100,60,60,100,20,80,0.8
