Row,direction,cloudiness,precipitation,precipitationdeposits,windintensity,timeofday,fogdensity,fogdistance,wetness,roadfriction
scenario1,-0.945175155922764,-0.0707476602648698,-1.71641043625781,0.41554001350107,-0.145074013393797,-1.75275073170615,-1.66064766729996,0.439197127257074,0.792390085694519,0.864307151534309
scenario2,1.05637223309015,-0.0707476602648698,-1.71641043625781,-0.682354481537011,-0.773306978609888,-0.199805987919976,0.874775541830755,-0.0662627352015263,1.2158286783395,-1.02399163838659
scenario3,-0.945175155922764,-1.73932247513383,0.415573648591311,-1.71033654586435,0.839966546614065,0.240104657112659,-1.66064766729996,-1.71804147108087,-0.189425317947579,1.37097990391153
scenario4,1.05637223309015,-1.73932247513383,-1.71641043625781,-1.71033654586435,1.26297936749322,-0.749723440084907,-0.595625788240055,-1.71804147108087,-0.189425317947579,0.306143647592753
scenario5,1.05637223309015,-0.0707476602648698,0.415573648591311,-1.71033654586435,-0.145074013393797,-0.199805987919976,0.874775541830755,0.439197127257074,-0.811383831799878,0.864307151534309
scenario6,1.05637223309015,-1.73932247513383,0.415573648591311,1.23628181531924,0.839966546614065,0.240104657112659,1.23939865507447,0.882706068067206,1.2158286783395,1.37097990391153
scenario7,1.05637223309015,0.87286709431509,1.23867339609926,0.41554001350107,-0.145074013393797,0.620619549045311,-1.66064766729996,1.28501428023529,-0.811383831799878,1.37097990391153
scenario8,-0.945175155922764,0.432650855211255,1.23867339609926,-0.0771746479169939,-0.773306978609888,-0.199805987919976,-0.00401979461422105,0.882706068067206,0.330240048824548,-1.4180469007552
scenario9,1.05637223309015,0.432650855211255,0.847684854815191,-0.0771746479169939,-1.78123377651014,-0.749723440084907,0.874775541830755,-1.71804147108087,1.2158286783395,-0.316793873572966
scenario10,-0.945175155922764,-0.0707476602648698,-0.685475036457154,0.41554001350107,0.839966546614065,0.620619549045311,1.23939865507447,-1.71804147108087,1.2158286783395,-0.316793873572966
scenario11,1.05637223309015,1.27118933798213,1.23867339609926,-0.682354481537011,0.839966546614065,0.240104657112659,-0.595625788240055,-0.683885506713948,0.792390085694519,0.306143647592753
scenario12,1.05637223309015,0.432650855211255,-1.71641043625781,-1.71033654586435,-0.773306978609888,0.240104657112659,-0.595625788240055,-1.71804147108087,-0.189425317947579,-0.316793873572966
