Row,cloudiness,windintensity,precipitation,precipitationdeposits,wetness,roadfriction,fogdensity,fogdistance,startego,goalego,startother,goalother
scenario1,-2.11316289376334,0.752795276600721,-1.31519438187862,-1.23603533936096,1.23712262209461,-1.66862905198954,-1.61008565523621,1.11488549856474,-1.26632415443124,0.090020717058609,0.0900207170586095,1.17630343737262
scenario2,0.787878281191948,0.280557721616775,0.967410485220672,1.18302440843199,-0.0115957033279637,0.114641373377148,1.25405092630396,-1.70628860335675,-1.26632415443124,0.090020717058609,1.17630343737262,0.090020717058609
scenario3,-0.840450287902177,-1.53275480148511,0.115631307366337,1.00651283232889,-1.61853906430851,0.114641373377148,-1.61008565523621,1.11488549856474,1.17630343737262,-1.26632415443123,0.0900207170586095,1.17630343737262
scenario4,-0.840450287902177,1.15208077647811,-1.31519438187862,-1.23603533936096,-1.61853906430851,-1.41885497422069,0.926364774341524,-0.796621647950635,0.0900207170586095,1.17630343737262,-1.26632415443124,0.090020717058609
scenario5,-0.840450287902177,-0.330426465664645,1.46399118511992,-1.23603533936096,0.868709918738585,-0.768376896868488,0.112307567507449,0.276372685147123,1.17630343737262,0.090020717058609,-1.26632415443124,0.090020717058609
scenario6,0.787878281191948,-0.330426465664645,0.115631307366337,1.00651283232889,1.23712262209461,0.114641373377148,-0.462258791117233,0.713431988130598,1.17630343737262,-1.26632415443123,0.0900207170586095,-1.26632415443123
scenario7,0.787878281191948,1.15208077647811,-1.31519438187862,-1.23603533936096,-1.61853906430851,-1.87424918604179,-1.61008565523621,1.11488549856474,-1.26632415443124,1.17630343737262,0.0900207170586095,1.17630343737262
scenario8,1.47185943772334,0.752795276600721,-1.31519438187862,0.0879030078238622,1.23712262209461,0.114641373377148,0.926364774341524,-0.796621647950635,1.17630343737262,-1.26632415443123,-1.26632415443124,0.090020717058609
scenario9,0.0341270868186868,-1.53275480148511,0.115631307366337,-1.23603533936096,-0.0115957033279637,1.26841756609639,-0.462258791117233,0.713431988130598,0.0900207170586095,-1.26632415443123,1.17630343737262,-1.26632415443123
scenario10,0.0341270868186868,1.15208077647811,0.967410485220672,1.18302440843199,-0.0115957033279637,0.114641373377148,-1.61008565523621,1.11488549856474,0.0900207170586095,1.17630343737262,-1.26632415443124,1.17630343737262
scenario11,0.787878281191948,-1.53275480148511,0.115631307366337,0.0879030078238622,-1.61853906430851,1.26841756609639,1.25405092630396,-1.70628860335675,-1.26632415443124,0.090020717058609,1.17630343737262,-1.26632415443123
scenario12,-0.840450287902177,1.15208077647811,1.46399118511992,-1.23603533936096,0.868709918738585,1.26841756609639,1.25405092630396,-1.70628860335675,0.0900207170586095,1.17630343737262,1.17630343737262,-1.26632415443123
scenario13,0.0341270868186868,-1.53275480148511,1.46399118511992,1.18302440843199,-0.0115957033279637,0.114641373377148,-0.462258791117233,0.713431988130598,-1.26632415443124,0.090020717058609,0.0900207170586095,1.17630343737262
scenario14,-0.840450287902177,1.15208077647811,0.115631307366337,0.510702548321618,0.459503463473525,1.26841756609639,0.112307567507449,0.276372685147123,-1.26632415443124,0.090020717058609,1.17630343737262,0.090020717058609
scenario15,1.47185943772334,0.280557721616775,-1.31519438187862,-1.23603533936096,1.23712262209461,-0.768376896868488,-0.462258791117233,0.713431988130598,1.17630343737262,-1.26632415443123,0.0900207170586095,1.17630343737262
scenario16,0.0341270868186868,0.752795276600721,1.46399118511992,-1.23603533936096,-1.61853906430851,1.26841756609639,0.926364774341524,-0.796621647950635,0.0900207170586095,1.17630343737262,-1.26632415443124,0.090020717058609
