Row,timeofday,cloudiness,windintensity,precipitation,precipitationdeposits,wetness,roadfriction,fogdensity,fogdistance,startego,goalego,startother,goalother
scenario1,-0.686500574371277,-0.80726227728154,-0.354815758529891,1.02116593989429,-1.16897608868052,-1.52136189443762,1.25262787660354,-0.257747006337642,0.652888643142129,-1.26632415443124,0.0900207170586095,0.0900207170586094,1.17630343737262
scenario2,1.20080932557876,0.10022681747323,1.11138168804581,1.265719102818,-1.16897608868052,0.914842658786312,-1.01576477303,1.22165359600356,-1.7201698469441,-1.26632415443124,0.0900207170586095,1.17630343737262,-1.26632415443124
scenario3,0.914430070869397,-0.80726227728154,0.247048083539949,-1.24002131943942,0.991216090435816,1.24462514497834,-1.85880035804859,-1.44918018616807,1.05201903595816,1.17630343737262,-1.26632415443124,0.0900207170586094,-1.26632415443124
scenario4,-1.68574246481595,0.874307423913073,-0.354815758529891,0.703210607693396,1.14182253500384,0.542993027215113,-0.0805854857520434,1.22165359600356,-1.7201698469441,-1.26632415443124,1.17630343737262,0.0900207170586094,1.17630343737262
scenario5,1.20080932557876,0.874307423913073,-0.354815758529891,-1.24002131943942,-1.16897608868052,-1.52136189443762,1.25262787660354,-0.257747006337642,0.652888643142129,1.17630343737262,0.0900207170586095,-1.26632415443124,0.09002071705861
scenario6,-1.68574246481595,-2.16480005791533,1.11138168804581,-1.24002131943942,1.14182253500384,0.542993027215113,-0.0805854857520434,-1.44918018616807,1.05201903595816,0.0900207170586094,1.17630343737262,1.17630343737262,-1.26632415443124
scenario7,-0.686500574371277,1.57203270112615,1.11138168804581,-1.24002131943942,-1.16897608868052,0.914842658786312,-1.01576477303,0.953710778801627,-0.83812797291455,0.0900207170586094,1.17630343737262,-1.26632415443124,1.17630343737262
scenario8,0.914430070869397,0.10022681747323,-1.52156268302389,0.226762625941678,1.14182253500384,0.106159582039553,-0.0805854857520434,1.22165359600356,-1.7201698469441,1.17630343737262,-1.26632415443124,-1.26632415443124,0.09002071705861
scenario9,-0.163731946506738,0.874307423913073,-1.52156268302389,-1.24002131943942,-1.16897608868052,1.24462514497834,-1.63942683413318,-0.257747006337642,0.652888643142129,1.17630343737262,-1.26632415443124,0.0900207170586094,1.17630343737262
scenario10,1.20080932557876,-0.80726227728154,-1.52156268302389,-1.24002131943942,-1.16897608868052,1.24462514497834,-0.0805854857520434,0.953710778801627,-0.83812797291455,0.0900207170586094,1.17630343737262,-1.26632415443124,0.09002071705861
scenario11,0.600408646330302,0.10022681747323,0.714666418666308,1.265719102818,0.170917454141606,0.106159582039553,1.25262787660354,0.261469022379117,0.219445060497863,-1.26632415443124,0.0900207170586095,1.17630343737262,0.09002071705861
scenario12,0.914430070869397,0.10022681747323,1.11138168804581,-1.24002131943942,-1.16897608868052,-1.52136189443762,-1.01576477303,0.953710778801627,-0.83812797291455,0.0900207170586094,-1.26632415443124,1.17630343737262,-1.26632415443124
scenario13,-0.163731946506738,-0.80726227728154,-1.52156268302389,0.226762625941678,1.14182253500384,-1.52136189443762,-0.0805854857520434,-1.44918018616807,1.05201903595816,-1.26632415443124,0.0900207170586095,0.0900207170586094,1.17630343737262
scenario14,-0.163731946506738,0.874307423913073,-1.52156268302389,1.4668654566709,-1.16897608868052,1.24462514497834,-1.85880035804859,0.642354203458069,-0.26467521966934,-1.26632415443124,0.0900207170586095,1.17630343737262,-1.26632415443124
scenario15,1.20080932557876,1.57203270112615,-0.354815758529891,1.02116593989429,1.14182253500384,0.106159582039553,-0.0805854857520434,-0.257747006337642,0.652888643142129,1.17630343737262,-1.26632415443124,0.0900207170586094,-1.26632415443124
scenario16,-1.68574246481595,0.10022681747323,1.11138168804581,1.4668654566709,-1.16897608868052,0.914842658786312,-1.01576477303,1.22165359600356,-1.7201698469441,-1.26632415443124,1.17630343737262,0.0900207170586094,1.17630343737262
scenario17,-0.163731946506738,0.874307423913073,-0.354815758529891,-1.24002131943942,-1.16897608868052,-1.52136189443762,1.25262787660354,1.22165359600356,-1.7201698469441,1.17630343737262,0.0900207170586095,-1.26632415443124,0.09002071705861
scenario18,-1.68574246481595,-0.80726227728154,-1.52156268302389,-1.24002131943942,-1.16897608868052,1.24462514497834,-1.85880035804859,0.953710778801627,-0.83812797291455,0.0900207170586094,1.17630343737262,1.17630343737262,-1.26632415443124
scenario19,0.247929697575167,0.874307423913073,1.11138168804581,-1.24002131943942,-1.16897608868052,0.106159582039553,1.25262787660354,-1.44918018616807,1.05201903595816,0.0900207170586094,1.17630343737262,-1.26632415443124,1.17630343737262
scenario20,-0.163731946506738,-0.80726227728154,1.11138168804581,-1.24002131943942,0.991216090435816,0.106159582039553,-0.0805854857520434,0.953710778801627,-0.83812797291455,1.17630343737262,-1.26632415443124,-1.26632415443124,0.09002071705861
scenario21,-1.68574246481595,-0.80726227728154,-1.52156268302389,0.226762625941678,0.991216090435816,0.542993027215113,-0.0805854857520434,0.261469022379117,0.219445060497863,1.17630343737262,-1.26632415443124,0.0900207170586094,1.17630343737262
scenario22,0.914430070869397,1.57203270112615,-0.354815758529891,-1.24002131943942,-1.16897608868052,1.24462514497834,-1.85880035804859,-1.44918018616807,1.05201903595816,0.0900207170586094,1.17630343737262,-1.26632415443124,0.09002071705861
scenario23,-0.163731946506738,-0.80726227728154,0.714666418666308,0.703210607693396,-1.16897608868052,0.914842658786312,-1.01576477303,-0.257747006337642,-1.7201698469441,-1.26632415443124,0.0900207170586095,1.17630343737262,0.09002071705861
scenario24,-0.163731946506738,1.57203270112615,1.11138168804581,0.703210607693396,1.14182253500384,0.106159582039553,-0.0805854857520434,-0.257747006337642,0.652888643142129,0.0900207170586094,-1.26632415443124,1.17630343737262,-1.26632415443124
scenario25,-1.68574246481595,0.10022681747323,1.11138168804581,0.226762625941678,-1.16897608868052,0.914842658786312,1.25262787660354,-0.257747006337642,0.652888643142129,-1.26632415443124,0.0900207170586095,0.0900207170586094,1.17630343737262
scenario26,1.20080932557876,-0.80726227728154,1.11138168804581,-1.24002131943942,-1.16897608868052,1.24462514497834,-1.85880035804859,0.261469022379117,0.219445060497863,-1.26632415443124,0.0900207170586095,1.17630343737262,-1.26632415443124
scenario27,0.914430070869397,-0.80726227728154,1.11138168804581,0.226762625941678,0.991216090435816,-1.52136189443762,-0.0805854857520434,0.261469022379117,0.219445060497863,1.17630343737262,-1.26632415443124,0.0900207170586094,-1.26632415443124
scenario28,-1.68574246481595,-2.16480005791533,0.714666418666308,-1.24002131943942,-1.16897608868052,-1.52136189443762,1.25262787660354,0.953710778801627,-0.83812797291455,-1.26632415443124,1.17630343737262,0.0900207170586094,1.17630343737262
scenario29,0.247929697575167,0.10022681747323,-0.354815758529891,-1.24002131943942,-1.16897608868052,1.24462514497834,1.25262787660354,0.953710778801627,-0.83812797291455,1.17630343737262,0.0900207170586095,-1.26632415443124,0.09002071705861
scenario30,0.247929697575167,-2.16480005791533,-0.354815758529891,-1.24002131943942,0.170917454141606,0.106159582039553,1.25262787660354,0.261469022379117,0.219445060497863,0.0900207170586094,1.17630343737262,1.17630343737262,-1.26632415443124
scenario31,1.20080932557876,-2.16480005791533,1.11138168804581,-1.24002131943942,0.556735983808194,0.106159582039553,-0.0805854857520434,-1.44918018616807,1.05201903595816,0.0900207170586094,1.17630343737262,-1.26632415443124,1.17630343737262
scenario32,1.20080932557876,0.874307423913073,-1.52156268302389,1.02116593989429,0.170917454141606,0.542993027215113,-1.63942683413318,0.261469022379117,0.219445060497863,1.17630343737262,-1.26632415443124,-1.26632415443124,0.09002071705861
scenario33,0.247929697575167,0.10022681747323,0.714666418666308,1.265719102818,-1.16897608868052,0.914842658786312,-1.01576477303,1.22165359600356,-1.7201698469441,1.17630343737262,-1.26632415443124,0.0900207170586094,1.17630343737262
scenario34,0.600408646330302,-0.80726227728154,-1.52156268302389,0.703210607693396,1.14182253500384,0.106159582039553,-0.0805854857520434,0.261469022379117,0.219445060497863,0.0900207170586094,1.17630343737262,-1.26632415443124,0.09002071705861
scenario35,-0.686500574371277,1.57203270112615,-1.52156268302389,-1.24002131943942,0.804855312528685,0.106159582039553,-0.0805854857520434,-1.44918018616807,1.05201903595816,-1.26632415443124,0.0900207170586095,1.17630343737262,0.09002071705861
scenario36,-1.68574246481595,-0.80726227728154,1.11138168804581,0.703210607693396,1.14182253500384,-1.52136189443762,-0.0805854857520434,0.261469022379117,0.219445060497863,0.0900207170586094,-1.26632415443124,1.17630343737262,-1.26632415443124
scenario37,0.600408646330302,-0.80726227728154,1.11138168804581,0.703210607693396,1.14182253500384,-1.52136189443762,-0.0805854857520434,1.22165359600356,-1.7201698469441,-1.26632415443124,0.0900207170586095,0.0900207170586094,1.17630343737262
scenario38,-0.163731946506738,0.10022681747323,-0.354815758529891,1.4668654566709,-1.16897608868052,-0.453161149615,1.25262787660354,0.953710778801627,-0.83812797291455,-1.26632415443124,0.0900207170586095,1.17630343737262,-1.26632415443124
scenario39,-1.68574246481595,0.874307423913073,0.714666418666308,0.226762625941678,-1.16897608868052,-1.52136189443762,-0.0805854857520434,-1.44918018616807,1.05201903595816,1.17630343737262,-1.26632415443124,0.0900207170586094,-1.26632415443124
scenario40,0.914430070869397,0.874307423913073,-1.52156268302389,1.265719102818,-1.16897608868052,0.914842658786312,-0.0805854857520434,1.22165359600356,-1.7201698469441,-1.26632415443124,1.17630343737262,0.0900207170586094,1.17630343737262
scenario41,1.20080932557876,1.57203270112615,0.714666418666308,-1.24002131943942,-1.16897608868052,0.914842658786312,-1.01576477303,0.953710778801627,-0.83812797291455,1.17630343737262,0.0900207170586095,-1.26632415443124,0.09002071705861
scenario42,1.20080932557876,-0.80726227728154,1.11138168804581,1.02116593989429,1.14182253500384,0.106159582039553,-0.0805854857520434,-1.44918018616807,1.05201903595816,0.0900207170586094,1.17630343737262,1.17630343737262,-1.26632415443124
scenario43,1.20080932557876,-0.80726227728154,0.247048083539949,0.226762625941678,0.804855312528685,0.542993027215113,-0.0805854857520434,0.261469022379117,0.219445060497863,0.0900207170586094,1.17630343737262,-1.26632415443124,1.17630343737262
scenario44,0.247929697575167,1.57203270112615,-1.52156268302389,0.226762625941678,-1.16897608868052,-1.52136189443762,1.25262787660354,-1.44918018616807,1.05201903595816,1.17630343737262,-1.26632415443124,-1.26632415443124,0.09002071705861
scenario45,0.247929697575167,-0.80726227728154,1.11138168804581,0.226762625941678,0.804855312528685,-1.52136189443762,-0.0805854857520434,-1.44918018616807,1.05201903595816,1.17630343737262,-1.26632415443124,0.0900207170586094,1.17630343737262
scenario46,0.600408646330302,-0.80726227728154,1.11138168804581,1.265719102818,-1.16897608868052,-1.52136189443762,1.25262787660354,1.22165359600356,-1.7201698469441,0.0900207170586094,1.17630343737262,-1.26632415443124,0.09002071705861
scenario47,1.20080932557876,-0.80726227728154,-1.52156268302389,-1.24002131943942,-1.16897608868052,-1.52136189443762,-0.0805854857520434,0.953710778801627,-0.83812797291455,-1.26632415443124,0.0900207170586095,1.17630343737262,0.09002071705861
scenario48,1.20080932557876,-2.16480005791533,-1.52156268302389,-1.24002131943942,-1.16897608868052,0.914842658786312,-1.01576477303,-1.44918018616807,1.05201903595816,0.0900207170586094,-1.26632415443124,1.17630343737262,-1.26632415443124
scenario49,0.600408646330302,-0.80726227728154,-0.354815758529891,0.703210607693396,-1.16897608868052,1.24462514497834,-1.63942683413318,-0.257747006337642,0.652888643142129,-1.26632415443124,0.0900207170586095,0.0900207170586094,1.17630343737262
scenario50,-1.68574246481595,-0.80726227728154,-0.354815758529891,1.02116593989429,-1.16897608868052,1.24462514497834,-1.01576477303,0.261469022379117,0.219445060497863,-1.26632415443124,0.0900207170586095,1.17630343737262,-1.26632415443124
scenario51,-0.163731946506738,-0.80726227728154,0.714666418666308,0.226762625941678,1.14182253500384,1.24462514497834,-0.0805854857520434,-0.257747006337642,0.652888643142129,1.17630343737262,-1.26632415443124,0.0900207170586094,-1.26632415443124
scenario52,1.20080932557876,-0.80726227728154,0.247048083539949,0.703210607693396,0.556735983808194,0.106159582039553,1.25262787660354,1.22165359600356,-1.7201698469441,-1.26632415443124,1.17630343737262,0.0900207170586094,1.17630343737262
scenario53,1.20080932557876,1.57203270112615,1.11138168804581,-1.24002131943942,0.556735983808194,0.106159582039553,-0.0805854857520434,-1.44918018616807,1.05201903595816,1.17630343737262,0.0900207170586095,-1.26632415443124,0.09002071705861
scenario54,-0.686500574371277,-2.16480005791533,-1.52156268302389,-1.24002131943942,0.170917454141606,0.106159582039553,1.25262787660354,-1.44918018616807,1.05201903595816,0.0900207170586094,1.17630343737262,1.17630343737262,-1.26632415443124
scenario55,-1.68574246481595,0.874307423913073,-0.354815758529891,0.226762625941678,0.170917454141606,0.106159582039553,1.25262787660354,1.22165359600356,-1.7201698469441,0.0900207170586094,1.17630343737262,-1.26632415443124,1.17630343737262
scenario56,-0.163731946506738,-0.80726227728154,-1.52156268302389,0.226762625941678,0.991216090435816,0.106159582039553,-0.0805854857520434,1.22165359600356,-1.7201698469441,1.17630343737262,-1.26632415443124,-1.26632415443124,0.09002071705861
scenario57,-0.163731946506738,0.10022681747323,-1.52156268302389,1.4668654566709,-1.16897608868052,1.24462514497834,-1.01576477303,-1.44918018616807,1.05201903595816,1.17630343737262,-1.26632415443124,0.0900207170586094,1.17630343737262
scenario58,-1.68574246481595,0.874307423913073,-0.354815758529891,0.226762625941678,0.556735983808194,-1.52136189443762,1.25262787660354,0.261469022379117,0.219445060497863,0.0900207170586094,1.17630343737262,-1.26632415443124,0.09002071705861
