Row,direction,cloudiness,precipitation,precipitationdeposits,windintensity,timeofday,fogdensity,fogdistance,wetness,roadfriction
scenario87,1,20,60,80,40,30,0,100,100,1
scenario88,1,0,20,80,60,60,0,100,100,1
scenario89,1,40,60,80,20,30,0,100,100,1
scenario90,1,40,80,100,60,60,0,100,100,0.8
scenario91,1,40,60,100,40,60,20,100,100,0.8
scenario92,1,0,100,60,20,-90,0,100,80,0.1
scenario93,1,0,100,60,20,0,20,100,80,1
scenario94,0,20,60,100,40,30,20,20,100,1
scenario95,1,20,60,80,20,30,0,100,100,1
scenario96,1,100,80,0,40,30,0,100,100,0.8
scenario97,1,20,60,80,20,30,0,100,100,1
scenario98,1,20,100,40,40,-60,0,100,100,0.8
scenario99,1,0,100,60,20,0,0,100,60,0.8
scenario100,1,0,80,20,20,-30,20,0,80,1
scenario101,0,20,60,100,60,60,40,20,100,1
scenario102,0,20,60,80,40,-30,0,100,100,1
scenario103,1,100,100,0,40,60,0,100,100,0.6
scenario104,1,60,60,80,20,-90,0,20,100,0.8
scenario105,0,0,0,40,40,-30,20,100,80,1
scenario106,1,100,80,0,40,0,0,80,100,0.4
scenario107,0,100,60,0,40,-30,20,40,100,0.6
scenario108,0,20,60,100,60,60,0,20,80,1
scenario109,1,20,60,80,20,30,0,100,100,1
scenario110,0,40,80,40,20,30,0,80,80,1
scenario111,1,100,100,20,20,-60,0,0,100,1
scenario112,0,20,40,20,0,-30,40,80,80,1
scenario113,1,0,100,20,60,-30,0,80,100,0.8
scenario114,1,40,60,100,20,90,20,100,80,1
scenario115,0,0,100,40,80,-60,20,0,40,0.8
scenario116,1,20,80,80,20,0,0,100,80,0.8
scenario117,0,100,100,0,40,90,0,100,100,0.6
scenario118,1,20,80,40,0,-30,0,100,100,0.8
scenario119,1,0,100,20,80,-30,80,0,80,1
scenario120,0,100,60,20,20,-30,20,40,100,0.6
scenario121,1,20,60,80,20,30,0,100,100,1
scenario122,1,40,100,80,0,0,0,100,100,1
scenario123,0,80,80,40,0,-60,0,20,80,0.6
scenario124,1,0,80,20,80,-60,0,0,60,0.6
scenario125,0,20,20,20,0,-30,40,80,60,1
scenario126,1,20,40,100,20,-30,0,100,80,0.8
scenario127,1,60,20,100,40,90,20,100,60,1
scenario128,1,20,40,100,20,90,0,80,100,1
scenario129,0,60,60,40,40,-30,0,40,100,0.8
scenario130,1,100,80,40,0,-90,0,80,100,0.8
scenario131,0,100,60,0,0,60,40,40,100,0.2
scenario132,1,0,60,80,20,30,20,100,80,1
scenario133,1,0,60,80,20,30,20,100,80,1
scenario134,1,0,80,60,0,60,40,100,100,1
scenario135,1,0,80,40,100,-90,40,0,60,0.8
scenario136,1,0,80,20,0,60,20,80,100,1
scenario137,0,100,60,0,0,60,20,60,80,0.1
scenario138,1,40,100,80,20,0,0,0,100,1
scenario139,1,60,0,80,40,90,100,60,80,1
scenario140,0,0,60,100,60,30,40,80,80,0.8
scenario141,1,40,60,60,40,90,80,40,100,1
scenario142,1,100,80,20,0,-90,0,40,20,0.6
scenario143,1,100,40,0,0,90,20,20,100,0.4
scenario144,1,20,80,20,20,-30,80,100,80,1
scenario145,1,80,100,60,40,30,0,100,20,1
scenario146,1,20,100,80,40,30,0,100,100,0.1
scenario147,1,20,80,80,20,0,20,100,0,1
scenario148,1,40,60,20,40,-30,80,40,40,0.1
scenario149,1,80,100,60,40,30,20,100,20,1
scenario150,1,60,40,0,40,-30,80,60,40,0.1
scenario151,1,40,60,20,40,-30,40,100,40,0.8
scenario152,1,80,100,80,40,60,0,60,20,0.1
scenario153,1,40,60,0,40,-90,80,100,20,0.8
scenario154,1,20,100,20,80,0,0,0,100,0.6
scenario155,1,20,60,80,40,60,0,100,80,1
scenario156,1,80,60,0,40,-30,80,20,20,0.1
scenario157,1,80,100,60,40,30,20,100,20,1
scenario158,1,80,80,60,40,30,40,100,20,1
scenario159,1,80,100,0,0,30,20,60,40,1
scenario160,0,80,0,80,0,0,40,100,20,1
scenario161,1,100,80,60,20,60,40,100,40,0.8
scenario162,1,80,100,40,20,60,0,80,40,1
scenario163,1,100,20,60,60,-30,20,80,20,1
scenario164,1,60,100,60,40,0,0,100,0,0.8
scenario165,1,100,100,40,40,60,0,80,40,1
scenario166,1,60,80,40,40,0,0,100,20,0.8
scenario167,0,100,80,60,40,30,20,100,0,1
scenario168,0,80,100,60,40,0,60,100,20,1
scenario169,1,100,80,60,20,60,40,100,40,0.8
scenario170,1,100,0,40,40,0,100,100,100,1
scenario171,1,40,100,40,20,0,0,100,40,0.6
scenario172,0,60,40,20,60,-30,80,100,0,1
scenario173,0,80,0,60,0,-30,40,100,20,0.6
scenario174,1,80,100,60,60,90,0,100,20,1
scenario175,1,100,80,60,0,60,20,80,40,1
scenario176,0,100,20,80,60,-30,40,80,40,1
scenario177,1,40,80,60,60,0,0,100,0,0.6
scenario178,0,100,100,60,20,0,0,80,0,0.8
scenario179,0,80,100,60,20,-30,60,80,40,1
scenario180,1,80,80,80,100,-60,40,100,0,0.6
scenario181,1,100,0,40,40,0,100,100,100,1
scenario182,1,100,60,0,100,90,60,100,40,1
scenario183,0,100,80,80,0,30,0,80,100,1
scenario184,0,20,100,60,20,0,40,60,40,0.4
scenario185,1,80,20,80,0,60,40,60,20,0.6
scenario186,0,80,100,60,0,-30,20,60,20,0.6
scenario187,0,100,80,60,0,90,20,80,60,1
scenario188,1,100,20,60,20,0,0,100,20,0.6
scenario189,1,100,100,40,80,0,80,60,40,1
scenario190,1,100,60,60,0,-30,20,100,80,0.8
scenario191,0,80,60,80,40,60,40,100,60,0.8
scenario192,1,40,20,100,60,-60,40,100,40,1
scenario193,1,100,60,60,0,-30,20,100,80,0.8
scenario194,1,100,20,80,40,-90,40,0,40,1
scenario195,0,100,60,80,60,90,40,100,60,0.8
scenario196,1,100,0,100,40,0,0,100,20,0.6
scenario197,1,100,100,80,40,90,40,0,0,0.6
scenario198,0,20,100,60,20,0,60,60,60,0.2
scenario199,0,100,60,60,80,-90,80,80,80,1
scenario200,0,100,40,20,100,-90,60,100,20,0.8
scenario201,1,40,20,80,20,60,40,100,20,0.6
scenario202,1,100,80,40,0,30,0,60,100,1
scenario203,1,100,100,80,0,0,80,60,60,0.8
scenario204,1,100,80,100,0,0,20,60,60,0.8
scenario205,1,100,80,40,0,30,0,60,100,1
scenario206,1,100,80,40,20,30,20,40,100,1
scenario207,0,100,60,60,40,90,0,100,80,0.8
scenario208,1,100,100,40,0,0,80,60,100,0.8
scenario209,1,0,60,100,40,90,40,100,60,0.2
scenario210,1,100,40,20,100,-90,80,100,20,0.8
scenario211,0,100,60,40,0,-30,20,40,60,0.2
scenario212,0,40,20,60,100,90,40,80,40,0.6
scenario213,0,40,80,60,80,-90,80,60,80,1
scenario214,0,100,40,80,60,0,40,20,60,0.6
scenario215,1,80,60,60,0,-60,100,100,60,0.2
scenario216,1,100,80,100,0,-30,20,60,40,0.6
scenario217,1,80,100,60,40,30,0,100,20,1
scenario218,1,20,80,40,40,30,0,100,20,1
scenario219,1,100,60,0,40,-30,80,40,20,0.1
scenario220,1,40,60,100,40,-90,80,80,20,0.8
scenario221,1,40,60,0,40,-30,40,100,20,0.8
scenario222,1,80,100,60,40,30,0,100,20,1
scenario223,1,40,40,80,20,60,0,20,80,1
scenario224,1,20,100,20,60,0,100,0,100,0.6
scenario225,1,20,80,80,40,60,100,100,80,1
scenario226,0,40,100,20,40,-30,40,100,60,0.8
scenario227,1,80,80,20,40,90,0,60,20,0.6
scenario228,1,20,80,80,20,30,60,100,0,1
scenario229,1,40,60,0,40,-30,40,100,20,0.8
scenario230,1,0,40,20,20,0,40,100,20,0.6
scenario231,1,40,60,60,40,-30,40,60,0,0.6
scenario232,1,40,60,0,40,-30,60,100,20,0.8
scenario233,0,60,40,0,20,-30,40,80,20,0.8
scenario234,1,40,60,0,40,-60,40,100,40,0.4
scenario235,0,40,60,100,40,0,40,100,0,0.2
scenario236,1,80,20,0,40,-60,20,100,20,0.8
scenario237,1,20,60,40,40,-30,40,100,20,0.8
scenario238,1,40,80,40,60,0,40,100,40,1
scenario239,1,20,80,0,20,-90,40,100,20,0.8
scenario240,0,40,100,0,60,-60,40,100,20,1
scenario241,1,0,40,20,20,0,40,100,20,0.6
scenario242,1,20,100,0,20,-60,40,100,40,0.8
scenario243,0,20,40,40,40,0,40,100,100,0.4
scenario244,0,0,20,20,20,-90,20,80,0,0.6
scenario245,0,20,60,60,60,-60,60,20,60,0.4
scenario246,0,40,100,0,20,-60,40,80,0,0.6
scenario247,1,40,80,20,40,-30,100,60,0,0.8
scenario248,1,40,80,20,60,0,40,100,40,1
scenario249,1,40,80,0,40,-60,20,80,40,0.4
scenario250,1,20,80,20,20,-90,60,100,0,0.8
scenario251,1,0,40,20,40,-30,20,100,80,0.6
scenario252,0,20,80,0,20,-30,40,100,40,1
scenario253,1,40,80,0,40,-60,20,80,40,0.4
scenario254,1,20,80,20,0,0,100,60,40,1
scenario255,0,0,40,40,100,-30,0,100,80,0.6
scenario256,1,20,100,80,80,0,60,100,40,0.2
scenario257,1,20,80,0,0,-90,40,100,0,0.6
scenario258,1,0,40,20,0,0,20,100,100,0.6
scenario259,1,100,60,20,40,60,0,100,20,0.8
scenario260,0,20,100,0,20,30,20,40,20,0.6
scenario261,1,40,60,40,40,0,100,80,0,0.8
scenario262,1,0,40,0,60,-60,40,100,100,0.4
scenario263,1,0,100,0,20,-30,40,100,40,0.1
scenario264,1,20,100,0,40,-90,60,100,40,0.8
scenario265,1,40,80,0,40,-60,20,80,40,0.4
scenario266,0,0,20,40,100,0,20,100,60,0.6
scenario267,0,80,60,40,40,60,0,0,40,0.8
scenario268,0,0,0,20,100,-60,20,100,100,0.6
scenario269,0,80,80,20,20,-60,60,60,20,0.1
scenario270,0,0,100,20,20,0,20,40,40,0.4
scenario271,1,40,80,0,20,-90,40,100,0,0.6
scenario272,1,40,80,0,60,-90,0,80,40,0.4
scenario273,1,0,60,80,0,0,20,100,100,0.4
scenario274,1,20,40,60,60,-30,20,100,100,0.4
scenario275,1,80,20,100,60,-90,20,100,100,0.4
scenario276,0,20,60,40,0,30,100,60,40,1
scenario277,1,20,40,60,60,-30,20,100,100,0.4
scenario278,1,20,60,0,0,-90,40,80,0,0.6
scenario279,1,20,60,0,60,-30,40,100,40,0.2
scenario280,1,20,100,0,20,-30,40,20,0,0.2
scenario281,0,60,60,0,20,60,60,100,0,0.4
scenario282,0,100,80,80,40,60,0,100,60,0.6
scenario283,0,60,100,40,40,-60,80,80,20,0.1
scenario284,1,40,80,0,60,-90,0,80,60,0.6
scenario285,0,0,80,40,0,-60,80,60,100,0.1
scenario286,0,40,60,0,60,-90,100,100,20,0.2
scenario287,0,60,80,20,40,-90,60,60,40,0.2
scenario288,1,40,20,20,80,30,20,80,40,0.6
scenario289,1,80,100,60,40,30,0,100,20,1
scenario290,1,100,100,20,40,0,60,60,20,0.1
scenario291,1,0,80,80,20,-90,40,100,0,1
scenario292,1,20,100,0,60,30,0,100,20,1
scenario293,1,40,100,60,40,90,100,40,100,0.8
scenario294,1,40,60,80,40,-90,80,60,20,0.8
scenario295,1,80,100,60,40,30,20,100,20,1
scenario296,1,20,80,60,20,90,0,20,80,1
scenario297,1,40,20,80,20,30,60,80,0,1
scenario298,1,0,40,20,20,0,40,80,20,0.6
scenario299,1,60,80,60,40,30,0,100,0,1
scenario300,1,100,100,60,60,30,0,100,40,1
scenario301,1,100,100,60,60,30,0,100,40,1
scenario302,1,100,100,60,60,30,20,0,40,1
scenario303,1,100,100,40,40,60,0,100,60,1
scenario304,1,100,100,100,40,60,20,100,20,1
scenario305,1,80,100,80,60,0,0,80,60,1
scenario306,1,100,80,60,80,30,20,100,20,0.8
scenario307,0,100,100,60,0,30,0,100,40,1
scenario308,0,100,40,60,40,60,0,40,60,1
scenario309,1,80,80,60,80,30,0,100,60,0.8
scenario310,0,80,0,40,60,60,20,100,20,1
scenario311,1,100,100,40,0,30,0,100,20,0.6
scenario312,1,0,80,60,40,30,0,100,40,1
scenario313,1,80,80,60,80,30,0,100,60,0.8
scenario314,1,100,0,20,0,60,100,100,0,0.6
scenario315,1,100,80,80,40,60,40,100,0,0.8
scenario316,1,80,40,80,80,0,60,80,60,1
scenario317,1,100,100,60,20,30,0,100,20,0.4
scenario318,1,100,100,40,80,60,40,100,0,0.6
scenario319,1,100,40,60,40,60,0,20,60,1
scenario320,0,100,100,60,0,60,0,100,40,0.8
scenario321,1,80,80,40,80,30,0,80,60,0.8
scenario322,0,80,20,80,60,60,40,100,20,0.8
scenario323,0,100,80,60,40,90,20,20,60,0.8
scenario324,1,100,40,60,20,60,40,80,40,1
scenario325,1,100,80,80,40,60,40,100,0,0.8
scenario326,0,80,40,0,40,30,0,0,100,0.8
scenario327,1,80,100,60,80,0,0,100,80,0.8
scenario328,0,80,40,60,60,60,0,80,0,1
scenario329,1,0,80,0,80,60,20,20,60,0.8
scenario330,1,100,100,40,40,60,80,60,0,1
scenario331,1,80,0,0,80,-30,0,100,80,0.6
scenario332,0,60,20,60,60,60,40,100,40,0.6
scenario333,0,100,80,80,40,90,40,40,40,0.8
scenario334,0,80,60,100,60,30,0,80,60,0.4
scenario335,0,80,0,20,0,90,0,100,20,0.4
scenario336,1,100,100,80,40,30,40,60,20,1
scenario337,1,100,100,80,40,30,40,60,20,1
scenario338,0,60,100,40,100,0,0,100,80,0.6
scenario339,1,80,100,60,100,0,0,100,80,0.8
scenario340,0,20,40,20,40,60,60,20,80,0.8
scenario341,0,60,40,60,20,30,0,60,0,0.8
scenario342,1,100,20,20,0,-60,0,80,60,0.6
scenario343,0,60,40,0,60,30,20,100,40,0.6
scenario344,0,100,100,80,40,90,20,40,40,0.1
scenario345,0,80,20,0,40,30,80,20,100,0.4
scenario346,1,40,40,80,80,30,60,100,40,0.6
scenario347,1,100,80,40,40,90,80,80,0,1
scenario348,1,100,60,100,40,60,20,100,20,0.8
scenario349,1,100,100,80,40,30,40,60,20,1
scenario350,1,100,80,100,40,-30,60,80,0,0.4
scenario351,0,60,100,40,80,0,0,80,0,0.6
scenario352,0,40,60,100,100,-60,40,80,60,0.6
scenario353,1,100,80,60,20,90,60,80,20,1
scenario354,1,40,60,40,40,60,60,80,100,0.6
scenario355,0,100,100,0,40,30,40,80,0,1
scenario356,1,80,100,100,100,30,0,80,80,1
scenario357,0,40,60,0,40,60,0,100,20,0.6
scenario358,1,60,20,100,100,30,60,100,40,0.1
scenario359,1,100,0,0,40,60,80,60,0,0.4
scenario360,0,40,60,60,100,0,60,100,20,0.8
scenario361,1,80,100,60,40,30,0,100,20,1
scenario362,1,40,80,80,40,-90,100,60,60,1
scenario363,1,20,80,60,20,90,0,20,20,0.8
scenario364,1,80,100,60,40,30,0,100,20,1
scenario365,1,60,100,60,40,0,0,100,20,1
scenario366,1,80,100,60,40,90,20,100,20,1
scenario367,0,100,100,80,40,30,40,60,20,0.8
scenario368,1,20,40,80,40,-90,80,60,0,0.8
scenario369,1,40,80,80,20,-90,80,60,20,0.8
scenario370,1,100,80,80,20,30,40,80,20,1
scenario371,1,40,40,20,20,0,40,80,20,0.4
scenario372,1,80,0,60,60,30,0,100,0,1
scenario373,1,80,100,60,40,30,0,100,20,1
scenario374,0,80,80,80,40,-90,0,100,0,0.8
scenario375,1,80,100,60,20,60,0,80,0,0.8
scenario376,0,80,100,60,40,0,20,100,40,0.4
scenario377,0,60,0,60,40,30,0,80,20,1
scenario378,1,100,100,60,20,30,0,100,20,1
scenario379,1,100,100,100,20,30,60,100,20,1
scenario380,1,100,80,40,40,60,0,80,0,0.6
scenario381,1,100,80,60,40,0,0,100,20,0.2
scenario382,1,80,80,60,60,30,20,100,40,1
scenario383,1,80,40,60,20,30,0,100,20,0.8
scenario384,1,80,100,60,20,60,20,100,60,0.8
scenario385,1,80,80,60,60,30,20,100,40,1
scenario386,1,100,100,40,40,60,0,80,60,0.4
scenario387,0,80,100,60,20,60,0,80,80,1
scenario388,0,80,80,0,20,-90,0,80,0,1
scenario389,1,100,0,60,20,30,0,40,80,0.2
scenario390,0,60,80,40,20,30,60,60,0,0.8
scenario391,0,100,100,80,40,30,0,100,0,1
scenario392,0,80,0,60,40,60,0,100,0,1
scenario393,1,100,100,100,40,60,60,80,20,0.8
scenario394,1,100,80,40,40,0,0,100,100,0.1
scenario395,1,80,60,40,0,0,80,80,20,1
scenario396,0,60,20,80,40,0,20,60,20,0.8
scenario397,1,80,80,60,60,30,20,100,40,1
scenario398,0,40,80,40,20,30,80,80,20,0.6
scenario399,0,60,100,20,0,0,80,60,0,0.6
scenario400,1,100,80,80,80,30,40,80,20,0.8
scenario401,0,80,80,80,60,60,80,100,20,0.6
scenario402,1,60,60,20,20,0,80,60,0,0.4
scenario403,0,40,20,80,40,-30,0,40,60,0.6
scenario404,0,80,100,20,0,90,0,60,60,0.8
scenario405,1,60,100,40,0,0,60,80,40,1
scenario406,0,60,40,40,20,90,20,80,100,1
scenario407,1,80,80,0,40,60,0,100,100,0.8
scenario408,0,80,80,60,40,60,40,80,20,0.8
scenario409,1,100,80,80,80,30,40,80,20,0.8
scenario410,0,80,80,20,60,90,60,100,40,0.8
scenario411,0,100,60,60,60,30,0,100,40,0.1
scenario412,0,20,60,40,0,30,80,60,20,0.8
scenario413,0,80,80,60,40,60,40,60,0,0.6
scenario414,1,60,100,20,0,90,40,100,40,1
scenario415,0,40,80,20,20,0,80,60,0,1
scenario416,1,80,80,60,80,30,20,80,40,0.8
scenario417,1,80,100,80,40,30,40,60,0,0.4
scenario418,1,60,60,40,40,30,60,80,80,0.4
scenario419,0,40,20,40,20,60,60,60,40,0.6
scenario420,0,100,80,60,60,30,20,80,20,0.8
scenario421,1,80,80,60,80,30,20,80,40,0.8
scenario422,0,60,100,0,0,60,60,100,60,0.8
scenario423,1,80,100,0,40,90,40,100,40,1
scenario424,1,100,80,20,80,60,40,60,20,0.2
scenario425,1,0,80,80,40,0,20,100,40,0.8
scenario426,0,100,80,80,60,30,20,80,40,0.1
scenario427,1,80,80,60,40,30,20,60,20,0.2
scenario428,1,100,80,60,80,30,40,80,60,0.8
scenario429,1,100,80,60,40,30,80,100,60,0.2
scenario430,0,40,60,40,80,-30,100,60,0,0.8
scenario431,1,60,100,40,20,90,80,100,40,0.6
scenario432,1,40,100,40,0,90,20,100,40,1
scenario433,0,80,0,100,100,-90,100,60,100,0.2
scenario434,0,60,0,100,0,60,0,0,0,0.1
scenario435,0,80,0,0,100,90,80,20,100,0.2
scenario436,0,80,0,20,100,90,20,0,0,0.2
scenario437,0,100,20,20,60,-90,100,0,100,0.2
scenario438,0,0,0,60,60,-90,100,100,0,0.1
scenario439,0,100,0,0,100,90,20,40,100,0.4
scenario440,0,0,20,100,100,-90,60,40,20,0.1
scenario441,0,100,20,20,100,0,100,20,20,0.1
scenario442,0,20,20,100,20,60,80,20,100,0.1
scenario443,0,20,0,40,20,90,100,40,0,0.1
scenario444,0,0,100,0,20,90,0,100,100,0.1
scenario445,0,80,0,100,100,-90,100,60,100,0.2
scenario446,0,60,40,100,100,-60,100,60,100,0.2
scenario447,1,80,0,100,100,-90,40,60,100,0.4
scenario448,0,80,20,100,80,90,100,80,60,0.4
scenario449,0,40,0,80,20,-60,40,60,80,0.2
scenario450,0,100,0,80,80,-90,40,60,100,0.4
scenario451,0,60,0,60,100,-90,100,60,100,0.4
scenario452,1,80,20,100,100,-90,80,60,100,0.2
scenario453,0,80,0,100,100,-90,80,60,40,0.6
scenario454,0,100,20,100,40,-60,100,40,80,0.4
scenario455,0,100,0,0,100,-90,100,60,100,0.4
scenario456,0,80,0,100,100,60,80,80,100,1
scenario457,0,100,20,100,40,-60,100,40,80,0.4
scenario458,1,20,20,80,0,-60,20,60,60,0.2
scenario459,0,60,100,100,60,-30,40,60,80,0.4
scenario460,1,100,0,80,40,-90,80,40,100,0.8
scenario461,0,100,0,20,20,-90,80,80,100,0.2
scenario462,1,60,0,100,20,60,80,80,100,1
scenario463,0,80,20,100,100,0,100,80,80,1
scenario464,0,100,20,60,40,-60,20,60,80,0.4
scenario465,0,80,0,0,100,-90,0,80,80,0.6
scenario466,0,60,100,100,80,90,100,80,80,0.6
scenario467,1,80,0,40,100,-90,100,40,100,0.4
scenario468,1,80,0,80,100,-90,40,60,100,0.4
scenario469,1,60,0,100,20,60,80,80,100,1
scenario470,1,80,100,100,100,90,100,80,60,0.4
scenario471,1,80,20,60,100,60,60,80,100,0.6
scenario472,1,60,20,80,0,-90,20,40,80,0.2
scenario473,1,60,0,100,20,-90,80,80,80,0.8
scenario474,1,100,40,100,20,-30,100,40,80,0.2
scenario475,0,100,20,0,80,-90,0,100,80,0.8
scenario476,1,100,20,40,80,-30,40,40,100,0.4
scenario477,0,100,20,60,20,-30,100,60,0,0.2
scenario478,0,80,100,60,80,-30,40,80,100,0.4
scenario479,1,100,20,100,80,-30,100,100,100,1
scenario480,0,40,20,40,40,-90,20,60,100,0.1
scenario481,1,100,20,100,80,-30,100,100,100,1
scenario482,1,60,20,80,80,90,100,60,80,0.2
scenario483,0,60,20,100,40,-60,100,40,80,0.8
scenario484,1,40,0,100,20,-90,100,80,100,0.6
scenario485,1,100,20,20,40,-30,60,80,100,0.6
scenario486,0,60,0,60,40,0,100,40,0,0.2
scenario487,0,60,0,100,20,-90,20,80,80,1
scenario488,1,40,20,80,0,-90,40,40,80,0.2
scenario489,1,100,40,80,20,-30,100,20,100,0.1
scenario490,1,100,80,40,100,90,60,80,100,0.6
scenario491,0,80,40,60,0,-90,20,40,60,0.1
scenario492,1,100,40,100,100,-30,100,100,80,1
scenario493,0,60,20,100,40,-60,100,40,80,0.8
scenario494,1,40,80,80,20,-90,20,40,80,0.1
scenario495,0,40,20,100,0,-90,40,60,100,0.4
scenario496,1,80,20,60,20,-90,40,80,60,0.2
scenario497,1,100,20,80,0,-90,40,0,80,0.2
scenario498,0,60,0,100,0,-60,20,80,80,1
scenario499,0,80,20,40,60,-30,40,80,100,0.6
scenario500,0,80,60,100,60,-90,100,20,80,0.6
scenario501,0,60,60,40,100,90,60,60,100,0.8
scenario502,1,40,0,100,40,-90,100,60,100,0.4
scenario503,1,100,60,100,20,0,80,0,100,0.1
scenario504,1,40,60,100,20,-90,20,80,80,1
scenario505,1,80,100,60,40,30,0,100,20,1
scenario506,0,80,0,0,100,90,80,20,100,0.2
scenario507,0,0,0,60,60,-90,100,80,100,0.2
scenario508,0,20,20,100,20,60,60,20,0,0.1
scenario509,0,80,0,80,0,60,0,0,80,0.1
scenario510,0,80,0,0,100,90,80,80,80,0.1
scenario511,0,80,0,20,100,90,100,0,100,0.2
scenario512,0,20,20,100,0,30,80,40,100,0.1
scenario513,0,100,0,20,60,-60,0,0,60,0.2
scenario514,1,100,0,0,100,90,80,60,100,0.1
scenario515,0,60,20,100,20,-60,40,40,80,0.8
scenario516,0,0,20,100,100,-30,100,40,60,0.8
scenario517,0,0,20,100,100,-30,100,40,60,0.8
scenario518,0,80,20,80,100,0,100,40,60,1
scenario519,1,20,40,100,80,0,80,60,60,0.8
scenario520,0,20,40,100,0,-30,100,60,60,0.8
