Row,goalego,windintensity,roadfriction,fogdistance,startother,precipitationdeposits,cloudiness,fogdensity,goalother,precipitation,wetness,timeofday,startego
scenario1,-1.21999824759536,-0.0778282306744229,0.388295248810055,0.428676974110059,1.24067664651481,-1.71825334267489,-0.739683050216543,0.433307987732529,-1.25820344965538,0.820222236582507,0.502606631387702,-1.76236955442768,0.0568796115906642
scenario2,-1.21999824759536,0.416908244404326,1.45552633201993,1.29689898962765,1.24067664651481,0.431361733191453,0.422006770075707,-1.72876031120254,-1.25820344965538,-1.73737060515731,0.502606631387702,0.586320484550242,0.0568796115906642
scenario3,0.189932682408849,-1.69456429637125,-0.985450112775595,-1.75198138133311,0.0353719941578076,-1.71825334267489,-0.103810612543484,0.884146148294181,1.17472187880725,-1.73737060515731,0.502606631387702,0.934774458999537,-1.25359701058526
scenario4,1.21519699175581,-0.682348066176593,-0.249237217829593,1.29689898962765,-2.10576774547098,0.873303346039242,0.422006770075707,-0.701264061065013,1.17472187880725,0.373773976565486,-0.546968089656469,-0.24342809456309,0.0568796115906642
scenario5,0.189932682408849,-1.69456429637125,0.388295248810055,1.29689898962765,-1.09089307726892,-0.0723118713061987,1.30994607866109,-0.0787789145385734,0.102378542967899,1.22723061148518,1.25298583960474,0.934774458999537,1.12336630015661
scenario6,1.21519699175581,0.416908244404326,0.388295248810055,0.428676974110059,1.24067664651481,0.873303346039242,-0.103810612543484,0.884146148294181,-1.25820344965538,-0.13162355411417,0.899353706608165,1.25575850995876,0.0568796115906642
scenario7,0.189932682408849,0.851008093549688,0.388295248810055,1.29689898962765,-1.09089307726892,-0.0723118713061987,1.30994607866109,1.29412843285292,0.102378542967899,-0.742802207483184,0.0396557438478219,0.934774458999537,1.12336630015661
scenario8,-1.21999824759536,-0.0778282306744229,-0.249237217829593,-1.75198138133311,-1.09089307726892,0.431361733191453,-0.739683050216543,1.29412843285292,0.102378542967899,0.820222236582507,0.502606631387702,0.200083583570867,1.12336630015661
scenario9,-1.21999824759536,-1.69456429637125,0.388295248810055,0.883391564886695,0.0353719941578076,-0.687752009390299,-0.739683050216543,-0.701264061065013,-1.25820344965538,0.820222236582507,0.899353706608165,1.25575850995876,1.12336630015661
scenario10,0.189932682408849,0.851008093549688,-0.985450112775595,0.428676974110059,-1.09089307726892,0.873303346039242,-0.103810612543484,-1.72876031120254,0.102378542967899,1.22723061148518,1.25298583960474,0.934774458999537,1.12336630015661
scenario11,1.21519699175581,-0.0778282306744229,0.388295248810055,-0.71565043649083,0.0353719941578076,0.431361733191453,0.422006770075707,0.884146148294181,1.17472187880725,-1.73737060515731,0.899353706608165,0.586320484550242,-1.25359701058526
scenario12,-1.21999824759536,0.851008093549688,-1.40164421664397,-0.0878129918639644,1.24067664651481,0.873303346039242,-0.103810612543484,0.884146148294181,-1.25820344965538,-1.73737060515731,0.502606631387702,0.586320484550242,0.0568796115906642
scenario13,-1.21999824759536,-1.69456429637125,-1.40164421664397,-0.0878129918639644,1.24067664651481,-0.687752009390299,0.88649312251465,0.884146148294181,-1.25820344965538,0.820222236582507,-1.63455249718303,1.25575850995876,0.0568796115906642
scenario14,-1.21999824759536,-0.682348066176593,-0.249237217829593,0.883391564886695,1.24067664651481,-0.0723118713061987,0.422006770075707,-1.72876031120254,-1.25820344965538,-1.73737060515731,-0.546968089656469,-0.24342809456309,0.0568796115906642
scenario15,-1.21999824759536,-0.682348066176593,0.388295248810055,1.29689898962765,0.0353719941578076,0.873303346039242,-0.739683050216543,-0.0787789145385734,-1.25820344965538,-0.13162355411417,1.25298583960474,0.934774458999537,1.12336630015661
scenario16,0.189932682408849,0.416908244404326,-0.249237217829593,-0.71565043649083,-1.09089307726892,-0.0723118713061987,-1.77443553703122,0.433307987732529,0.102378542967899,-1.73737060515731,0.0396557438478219,-0.24342809456309,1.12336630015661
scenario17,1.21519699175581,-0.682348066176593,-0.985450112775595,-0.71565043649083,0.0353719941578076,-1.71825334267489,0.88649312251465,0.433307987732529,1.17472187880725,0.373773976565486,-1.63455249718303,-1.76236955442768,-1.25359701058526
scenario18,1.21519699175581,1.24478129210821,-1.40164421664397,-0.71565043649083,0.0353719941578076,1.27418983058836,0.88649312251465,0.433307987732529,1.17472187880725,-0.742802207483184,0.899353706608165,0.586320484550242,-1.25359701058526
scenario19,-1.21999824759536,-1.69456429637125,-0.249237217829593,-0.71565043649083,1.24067664651481,0.431361733191453,1.30994607866109,-0.0787789145385734,-1.25820344965538,1.22723061148518,-0.546968089656469,0.934774458999537,0.0568796115906642
scenario20,-1.21999824759536,-0.682348066176593,0.951172686186682,-0.0878129918639644,1.24067664651481,1.27418983058836,-0.103810612543484,0.884146148294181,-1.25820344965538,-0.13162355411417,-0.546968089656469,0.200083583570867,0.0568796115906642
scenario21,-1.21999824759536,1.24478129210821,-0.249237217829593,-1.75198138133311,1.24067664651481,-0.687752009390299,0.88649312251465,0.884146148294181,-1.25820344965538,0.373773976565486,0.502606631387702,0.586320484550242,0.0568796115906642
scenario22,-1.21999824759536,0.851008093549688,-0.249237217829593,-1.75198138133311,-1.09089307726892,0.431361733191453,0.88649312251465,0.433307987732529,0.102378542967899,1.22723061148518,1.25298583960474,-0.792066298721111,1.12336630015661
