Row,direction,cloudiness,precipitation,precipitationdeposits,windintensity,timeofday,fogdensity,fogdistance,wetness,roadfriction
scenario1,0.860691885464537,-0.185238438640201,0.840291912295811,1.22836831356616,-1.71690603942029,-1.8041880477438,1.06349613476149,-1.77330274707914,-0.134798431347591,1.22750285395179
scenario2,-1.1600629760609,1.0087534725082,-0.224800062081581,-1.1493893134412,-1.71690603942029,-0.15650723572341,0.678870095674235,-1.77330274707914,-0.813669399549094,-1.18467357394031
scenario3,0.860691885464537,-1.43078468867588,1.21345952091476,-1.1493893134412,-0.76866451553766,0.575651202012819,1.40120466499562,0.939434338001835,-1.82921106592915,1.22750285395179
scenario4,0.860691885464537,-1.43078468867588,-0.224800062081581,-1.1493893134412,0.749077595481449,0.907420254837457,-0.377855443626451,-0.0701506645682421,0.444272825593329,-0.589466901285312
scenario5,-1.1600629760609,1.0087534725082,0.38686642678705,1.08798478640547,1.14704133920566,-1.06758489286656,-1.59222547827904,0.939434338001835,0.96622448012897,1.52260671069103
scenario6,-1.1600629760609,0.332425757198975,-1.58517188528259,1.08798478640547,1.14704133920566,-1.8041880477438,1.06349613476149,-1.77330274707914,0.96622448012897,-0.589466901285312
scenario7,0.860691885464537,1.26712321955193,1.21345952091476,0.912073087668707,-0.177632919264175,-0.15650723572341,1.06349613476149,0.465904411051385,-0.134798431347591,0.259051124777381
scenario8,-1.1600629760609,-0.185238438640201,1.53621120912452,0.293480659160603,-1.71690603942029,0.223344962230383,0.22089143865643,0.939434338001835,0.444272825593329,0.259051124777381
scenario9,0.860691885464537,0.332425757198975,1.21345952091476,-1.1493893134412,-1.71690603942029,0.223344962230383,0.678870095674235,-0.718403573141499,-0.134798431347591,-0.589466901285312
scenario10,0.860691885464537,0.706250810403877,-1.58517188528259,1.22836831356616,-1.71690603942029,0.907420254837457,1.06349613476149,0.939434338001835,-0.134798431347591,0.259051124777381
scenario11,0.860691885464537,1.0087534725082,0.840291912295811,1.08798478640547,0.313642306957712,-1.8041880477438,-1.59222547827904,-0.0701506645682421,0.444272825593329,1.52260671069103
scenario12,-1.1600629760609,-1.43078468867588,1.53621120912452,1.22836831356616,-0.177632919264175,0.575651202012819,1.06349613476149,1.37113194620516,0.444272825593329,0.259051124777381
scenario13,0.860691885464537,-1.43078468867588,-0.224800062081581,-1.1493893134412,0.749077595481449,0.907420254837457,-0.377855443626451,-0.0701506645682421,0.444272825593329,-0.589466901285312
scenario14,0.860691885464537,-1.43078468867588,0.38686642678705,-1.1493893134412,0.313642306957712,-0.15650723572341,0.22089143865643,-0.0701506645682421,0.444272825593329,-0.589466901285312
