Row,direction,cloudiness,precipitation,precipitationdeposits,windintensity,timeofday,fogdensity,fogdistance,wetness,roadfriction
scenario1,1,20,60,100,0,-90,80,0,40,0.8
scenario2,0,80,20,0,0,0,60,0,20,0.1
scenario3,1,0,80,0,20,60,100,80,0,0.8
scenario4,1,0,20,0,80,90,20,40,60,0.2
scenario5,0,80,40,80,100,-60,0,80,80,1
scenario6,0,40,0,80,100,-90,80,0,80,0.2
scenario7,1,100,80,60,40,0,80,60,40,0.4
scenario8,0,20,100,20,0,30,40,80,60,0.4
scenario9,1,40,80,0,0,30,60,20,40,0.2
scenario10,1,60,0,100,0,90,80,80,40,0.4
scenario11,1,80,60,80,60,-90,0,40,60,1
scenario12,0,0,100,100,40,60,80,100,60,0.4
scenario13,1,0,20,0,80,90,20,40,60,0.2
scenario14,1,0,40,0,60,0,40,40,60,0.2
scenario15,1,0,20,0,60,-60,40,60,60,0.2
scenario16,0,100,20,0,60,60,0,20,60,0.2
scenario17,0,0,40,0,100,90,0,100,20,0.4
scenario18,0,0,0,0,60,90,20,40,60,0.2
scenario19,0,0,20,20,80,90,20,60,40,0.2
scenario20,0,20,0,0,80,60,40,100,40,0.2
scenario21,0,20,20,60,80,60,100,40,60,0.2
scenario22,0,0,20,0,60,90,20,80,40,0.2
scenario23,1,0,20,0,100,90,0,20,40,0.1
scenario24,1,20,40,0,80,90,0,40,80,0.2
scenario25,1,0,20,0,100,90,0,20,40,0.1
scenario26,1,0,0,0,60,-60,20,80,80,0.4
scenario27,0,40,0,60,60,60,60,40,60,0.2
scenario28,1,0,0,0,80,90,0,40,60,0.2
scenario29,0,0,20,20,80,90,40,40,60,0.1
scenario30,1,60,20,80,60,60,100,0,60,0.4
scenario31,0,0,40,0,100,90,20,80,60,0.1
scenario32,0,20,0,0,40,60,0,20,80,1
scenario33,1,0,20,0,60,60,40,60,80,0.2
scenario34,0,0,0,20,60,90,40,20,40,0.2
scenario35,0,40,0,0,80,90,40,100,40,0.4
scenario36,0,20,60,80,60,90,0,20,40,0.4
scenario37,1,0,20,0,100,90,0,20,40,0.1
scenario38,0,40,20,60,80,60,60,60,60,1
scenario39,1,20,0,20,100,90,0,60,60,0.1
scenario40,0,0,40,0,100,-90,20,60,60,0.1
scenario41,1,60,20,40,60,90,80,40,40,0.1
scenario42,1,60,40,20,40,90,80,60,80,0.4
scenario43,1,0,20,0,80,90,0,0,0,0.1
scenario44,0,20,60,0,60,60,0,20,40,0.2
scenario45,0,0,20,0,40,-30,40,100,80,0.6
scenario46,1,100,60,60,20,90,0,20,0,0.4
scenario47,0,20,20,40,60,60,60,60,80,0.2
scenario48,0,80,80,80,80,60,100,20,80,0.6
scenario49,1,60,20,40,60,90,80,40,40,0.1
scenario50,1,40,40,0,40,90,80,20,40,0.1
scenario51,1,60,20,20,100,60,0,20,40,0.1
scenario52,1,80,40,40,0,90,0,20,0,0.6
scenario53,1,20,0,20,100,-30,20,60,40,0.1
scenario54,1,60,20,20,40,60,80,60,60,0.2
scenario55,0,20,40,40,0,30,60,60,80,1
scenario56,1,0,20,20,60,0,60,100,60,0.4
scenario57,1,20,40,80,80,30,0,20,0,1
scenario58,1,100,60,20,60,60,0,20,20,0.2
scenario59,0,0,60,20,100,-60,20,40,60,0.6
scenario60,1,40,20,0,100,90,0,60,60,0.1
scenario61,1,60,20,20,40,60,80,60,60,0.2
scenario62,1,60,20,40,60,90,20,60,40,0.1
scenario63,1,0,0,40,60,0,0,100,60,0.2
scenario64,1,20,40,0,60,-60,40,60,40,0.2
scenario65,0,60,0,0,100,60,0,80,40,0.1
scenario66,0,0,20,0,40,30,0,80,40,0.2
scenario67,1,60,40,20,100,60,20,20,40,0.6
scenario68,0,40,100,20,100,60,0,20,20,0.1
scenario69,1,20,20,0,100,-30,20,40,40,0.8
scenario70,1,0,0,20,100,-60,20,60,60,0.8
scenario71,1,0,100,100,80,-60,20,60,80,0.4
scenario72,1,100,80,40,60,30,20,0,40,0.2
scenario73,1,0,20,0,80,90,20,40,60,0.2
scenario74,1,0,80,0,0,60,100,80,0,0.8
scenario75,0,40,80,60,0,30,80,20,40,0.1
scenario76,1,20,40,100,20,-90,80,0,40,1
scenario77,1,20,60,100,0,-90,80,0,40,0.8
scenario78,1,60,20,0,60,90,0,20,40,0.1
scenario79,0,20,100,20,0,60,40,60,60,0.1
scenario80,0,100,20,80,100,-60,0,80,80,1
scenario81,1,60,0,100,80,60,80,80,40,0.2
scenario82,0,0,80,0,20,60,100,40,0,0.8
scenario83,0,80,100,0,0,0,60,0,20,0.1
scenario84,1,0,20,0,100,90,0,20,40,0.1
scenario85,1,0,80,0,0,60,100,80,0,0.8
scenario86,1,20,80,0,20,-60,80,80,20,0.6
scenario87,0,0,80,20,20,60,20,100,20,1
scenario88,0,0,100,0,0,30,100,100,0,0.6
scenario89,0,0,100,0,80,90,100,100,0,0.8
scenario90,1,0,80,0,60,-90,100,80,0,0.8
scenario91,1,20,40,0,0,90,100,60,0,1
scenario92,1,0,100,0,0,60,80,100,0,1
scenario93,1,0,0,0,0,60,80,80,0,0.6
scenario94,1,0,60,20,20,30,100,80,0,0.8
scenario95,1,0,0,20,0,60,80,40,20,0.8
scenario96,0,80,60,0,0,60,80,60,0,0.8
scenario97,1,0,80,0,0,60,100,80,0,0.8
scenario98,0,0,100,0,60,90,0,100,0,0.8
scenario99,1,0,40,20,80,90,80,80,0,1
scenario100,1,0,40,0,60,-90,20,80,0,1
scenario101,1,0,80,20,0,0,80,100,100,0.4
scenario102,1,40,60,0,40,90,100,80,0,0.8
scenario103,0,20,80,0,60,-90,100,80,20,0.8
scenario104,0,0,80,0,0,30,100,60,20,0.8
scenario105,0,0,60,0,20,0,100,100,0,1
scenario106,1,40,100,0,0,90,100,80,80,1
scenario107,1,20,80,100,20,60,0,100,20,0.8
scenario108,1,0,60,20,20,90,60,80,0,0.8
scenario109,1,40,60,0,40,90,100,80,0,0.8
scenario110,0,80,100,0,40,90,20,80,0,0.8
scenario111,1,40,80,0,80,-90,100,80,40,0.8
scenario112,1,0,60,40,20,90,60,80,20,0.8
scenario113,0,0,100,0,60,-90,20,60,0,1
scenario114,1,0,60,80,40,60,0,100,40,1
scenario115,0,0,40,40,100,0,60,20,60,1
scenario116,1,0,100,0,20,90,40,100,20,0.8
scenario117,1,20,80,0,40,-60,0,100,20,0.6
scenario118,1,0,40,0,80,-90,100,100,0,1
scenario119,1,20,80,0,0,30,80,80,0,1
scenario120,1,0,80,20,0,60,100,40,100,0.6
scenario121,1,40,60,0,40,90,100,80,0,0.8
scenario122,1,0,20,20,100,-90,100,100,0,1
scenario123,1,40,60,0,40,90,100,100,0,0.8
scenario124,0,60,60,40,20,90,60,60,0,1
scenario125,0,20,60,0,80,-90,80,80,20,0.6
scenario126,0,20,60,0,60,-30,20,100,40,0.4
scenario127,1,0,100,20,20,-30,100,100,20,0.1
scenario128,0,0,40,40,100,30,60,0,80,1
scenario129,1,0,60,40,20,60,0,80,20,1
scenario130,1,20,80,0,40,90,100,80,20,0.6
scenario131,0,0,40,60,100,30,60,0,100,1
scenario132,1,40,60,0,20,-60,20,100,0,0.6
scenario133,1,40,60,0,20,-60,20,100,0,0.6
scenario134,1,20,80,0,40,90,100,20,20,0.8
scenario135,0,40,40,80,20,90,40,60,0,0.8
scenario136,1,20,40,0,20,0,60,80,20,0.6
scenario137,1,60,60,0,20,90,100,100,0,0.8
scenario138,0,20,40,20,100,30,80,20,100,1
scenario139,0,20,60,0,40,60,100,80,20,0.6
scenario140,0,20,20,0,100,-60,40,100,60,0.2
scenario141,0,60,80,0,80,0,0,100,40,0.6
scenario142,1,20,40,0,20,-90,40,100,0,0.2
scenario143,0,20,80,0,20,90,100,60,20,0.8
scenario144,1,40,80,0,0,90,100,80,0,1
scenario145,1,0,20,0,80,90,20,40,60,0.2
scenario146,0,80,100,0,0,0,60,40,80,0.2
scenario147,1,0,20,0,100,90,20,0,20,0.1
scenario148,0,40,80,60,20,30,60,60,60,0.2
scenario149,1,20,100,20,0,30,100,20,20,0.2
scenario150,0,40,100,20,0,60,60,60,60,0.1
scenario151,1,60,20,20,60,90,0,20,20,0.1
scenario152,1,20,20,0,80,60,40,60,60,0.2
scenario153,1,80,0,100,60,90,80,80,40,0.8
scenario154,0,100,0,40,100,60,80,60,40,0.2
scenario155,0,60,20,100,100,-60,0,80,60,0.2
scenario156,0,20,20,100,60,90,0,40,60,0.1
scenario157,1,0,20,0,80,90,20,40,60,0.2
scenario158,1,0,20,20,60,60,0,20,60,0.2
scenario159,1,20,20,0,100,60,0,20,60,1
scenario160,0,0,0,0,100,60,0,60,60,0.4
scenario161,0,0,60,0,80,60,0,20,40,0.2
scenario162,1,0,60,0,80,-90,20,20,40,0.1
scenario163,1,0,20,0,60,90,60,60,60,0.1
scenario164,1,0,0,100,0,90,40,40,60,0.2
scenario165,0,0,20,40,60,90,20,40,60,0.2
scenario166,1,0,40,0,60,90,20,20,60,1
scenario167,1,0,20,0,80,90,20,40,80,0.1
scenario168,1,20,0,20,80,90,60,40,60,0.1
scenario169,1,0,60,0,80,-90,20,20,40,0.1
scenario170,1,0,40,0,60,90,40,80,60,0.1
scenario171,0,0,20,40,60,90,40,40,60,0.1
scenario172,1,0,100,20,80,90,20,40,60,0.4
scenario173,0,20,40,0,0,60,100,100,40,0.8
scenario174,0,0,20,40,60,90,20,40,80,0.4
scenario175,1,20,40,0,60,90,60,60,80,0.8
scenario176,0,0,80,20,60,60,20,20,40,0.2
scenario177,1,20,20,0,100,60,0,40,40,1
scenario178,0,20,0,20,100,60,0,0,0,1
scenario179,1,100,100,20,80,90,0,20,20,0.1
scenario180,0,0,0,0,20,90,20,80,40,0.4
scenario181,1,0,40,0,60,90,40,80,60,0.1
scenario182,1,0,40,0,60,90,0,40,100,0.2
scenario183,0,0,20,0,40,90,60,60,80,0.8
scenario184,1,100,40,0,80,60,40,100,60,0.4
scenario185,0,0,80,20,60,90,0,20,60,0.2
scenario186,1,0,0,0,0,90,40,60,60,0.2
scenario187,1,0,60,0,80,30,80,20,40,0.4
scenario188,0,20,0,0,20,90,20,100,20,1
scenario189,0,0,60,0,80,90,20,80,60,0.1
scenario190,0,0,80,20,40,60,20,20,20,0.1
scenario191,1,20,40,0,60,60,40,80,80,0.1
scenario192,0,20,0,20,100,60,0,20,0,1
scenario193,1,100,40,0,80,60,40,100,60,0.4
scenario194,0,40,0,100,20,90,40,100,20,0.2
scenario195,1,20,0,20,0,90,100,60,60,0.2
scenario196,0,100,20,0,80,-30,40,80,100,1
scenario197,0,40,80,0,100,60,0,20,0,0.8
scenario198,0,20,0,0,20,90,20,80,40,1
scenario199,1,60,0,20,40,-30,80,60,60,0.8
scenario200,1,0,0,0,40,-30,60,80,100,1
scenario201,1,0,20,20,40,60,60,80,100,0.4
scenario202,0,0,0,0,40,0,0,100,20,1
scenario203,0,40,40,20,60,60,40,80,20,0.1
scenario204,0,40,20,0,60,60,20,100,60,0.2
scenario205,1,100,40,0,80,60,40,100,60,0.4
scenario206,1,40,20,0,20,-60,60,100,80,0.8
scenario207,1,0,0,60,20,60,60,60,80,0.4
scenario208,0,40,100,0,100,30,20,20,0,1
scenario209,1,0,40,0,80,0,0,80,0,1
scenario210,0,20,0,40,40,60,40,100,20,0.2
scenario211,1,20,100,0,60,-30,60,80,100,1
scenario212,1,100,40,0,80,-60,60,20,80,0.8
scenario213,0,100,40,20,100,60,40,80,60,1
scenario214,1,0,0,0,0,90,0,60,40,1
scenario215,0,0,0,80,20,-60,20,100,20,1
scenario216,0,40,20,0,0,-60,80,60,60,0.2
scenario217,1,0,20,0,80,90,20,40,60,0.2
scenario218,1,0,20,20,60,30,60,20,20,0.1
scenario219,1,60,20,20,100,90,20,40,20,0.1
scenario220,0,100,100,0,100,90,20,0,0,0.1
scenario221,1,0,20,0,0,0,60,40,80,0.8
scenario222,1,60,20,20,60,90,0,20,40,0.1
scenario223,1,0,60,0,80,-90,0,20,40,0.1
scenario224,0,40,80,60,20,30,60,60,80,1
